municipio,trimestre,Ocupação no trabalho,quantidade de ocupação no trabalho
Amazonas,1º trimestre 2019,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",294.0
Amazonas,1º trimestre 2019,Outros serviços,63.0
Amazonas,1º trimestre 2019,Serviços domésticos,64.0
Amazonas,1º trimestre 2019,Atividades mal definidas,0.0
Amazonas,2º trimestre 2019,"Agricultura, pecuária, produção florestal, pesca e aquicultura",288.0
Amazonas,2º trimestre 2019,Indústria geral,181.0
Amazonas,2º trimestre 2019,Indústria de transformação,163.0
Amazonas,2º trimestre 2019,Construção,102.0
Amazonas,2º trimestre 2019,"Comércio, reparação de veículos automotores e motocicletas",292.0
Amazonas,2º trimestre 2019,"Transporte, armazenagem e correio",95.0
Amazonas,2º trimestre 2019,Alojamento e alimentação,106.0
Amazonas,2º trimestre 2019,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",112.0
Amazonas,2º trimestre 2019,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",297.0
Amazonas,2º trimestre 2019,Outros serviços,76.0
Amazonas,2º trimestre 2019,Serviços domésticos,73.0
Amazonas,2º trimestre 2019,Atividades mal definidas,0.0
Amazonas,3º trimestre 2019,"Agricultura, pecuária, produção florestal, pesca e aquicultura",274.0
Amazonas,3º trimestre 2019,Indústria geral,207.0
Amazonas,3º trimestre 2019,Indústria de transformação,190.0
Amazonas,3º trimestre 2019,Construção,92.0
Amazonas,3º trimestre 2019,"Comércio, reparação de veículos automotores e motocicletas",296.0
Amazonas,3º trimestre 2019,"Transporte, armazenagem e correio",92.0
Amazonas,3º trimestre 2019,Alojamento e alimentação,107.0
Amazonas,3º trimestre 2019,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",117.0
Amazonas,3º trimestre 2019,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",302.0
Amazonas,3º trimestre 2019,Outros serviços,82.0
Amazonas,3º trimestre 2019,Serviços domésticos,75.0
Amazonas,3º trimestre 2019,Atividades mal definidas,0.0
Amazonas,4º trimestre 2019,"Agricultura, pecuária, produção florestal, pesca e aquicultura",311.0
Amazonas,4º trimestre 2019,Indústria geral,186.0
Amazonas,4º trimestre 2019,Indústria de transformação,166.0
Amazonas,4º trimestre 2019,Construção,96.0
Amazonas,4º trimestre 2019,"Comércio, reparação de veículos automotores e motocicletas",315.0
Amazonas,4º trimestre 2019,"Transporte, armazenagem e correio",96.0
Amazonas,4º trimestre 2019,Alojamento e alimentação,101.0
Amazonas,4º trimestre 2019,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",109.0
Amazonas,4º trimestre 2019,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",295.0
Amazonas,4º trimestre 2019,Outros serviços,72.0
Amazonas,4º trimestre 2019,Serviços domésticos,72.0
Amazonas,4º trimestre 2019,Atividades mal definidas,0.0
Amazonas,1º trimestre 2020,"Agricultura, pecuária, produção florestal, pesca e aquicultura",304.0
Amazonas,1º trimestre 2020,Indústria geral,178.0
Amazonas,1º trimestre 2020,Indústria de transformação,160.0
Amazonas,1º trimestre 2020,Construção,77.0
Amazonas,1º trimestre 2020,"Comércio, reparação de veículos automotores e motocicletas",314.0
Amazonas,1º trimestre 2020,"Transporte, armazenagem e correio",104.0
Amazonas,1º trimestre 2020,Alojamento e alimentação,99.0
Amazonas,1º trimestre 2020,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",129.0
Amazonas,1º trimestre 2020,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",280.0
Amazonas,1º trimestre 2020,Outros serviços,78.0
Amazonas,1º trimestre 2020,Serviços domésticos,65.0
Amazonas,1º trimestre 2020,Atividades mal definidas,0.0
Amazonas,2º trimestre 2020,"Agricultura, pecuária, produção florestal, pesca e aquicultura",298.0
Amazonas,2º trimestre 2020,Indústria geral,146.0
Amazonas,2º trimestre 2020,Indústria de transformação,128.0
Amazonas,2º trimestre 2020,Construção,63.0
Amazonas,2º trimestre 2020,"Comércio, reparação de veículos automotores e motocicletas",277.0
Amazonas,2º trimestre 2020,"Transporte, armazenagem e correio",93.0
Amazonas,2º trimestre 2020,Alojamento e alimentação,63.0
Amazonas,2º trimestre 2020,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",121.0
Amazonas,2º trimestre 2020,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",293.0
Amazonas,2º trimestre 2020,Outros serviços,50.0
Amazonas,2º trimestre 2020,Serviços domésticos,58.0
Amazonas,2º trimestre 2020,Atividades mal definidas,0.0
Amazonas,3º trimestre 2020,"Agricultura, pecuária, produção florestal, pesca e aquicultura",289.0
Amazonas,3º trimestre 2020,Indústria geral,162.0
Amazonas,3º trimestre 2020,Indústria de transformação,143.0
Amazonas,3º trimestre 2020,Construção,87.0
Amazonas,3º trimestre 2020,"Comércio, reparação de veículos automotores e motocicletas",311.0
Amazonas,3º trimestre 2020,"Transporte, armazenagem e correio",79.0
Amazonas,3º trimestre 2020,Alojamento e alimentação,72.0
Amazonas,3º trimestre 2020,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",108.0
Amazonas,3º trimestre 2020,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",306.0
Amazonas,3º trimestre 2020,Outros serviços,57.0
Amazonas,3º trimestre 2020,Serviços domésticos,59.0
Amazonas,3º trimestre 2020,Atividades mal definidas,0.0
Amazonas,4º trimestre 2020,"Agricultura, pecuária, produção florestal, pesca e aquicultura",302.0
Amazonas,4º trimestre 2020,Indústria geral,169.0
Amazonas,4º trimestre 2020,Indústria de transformação,152.0
Amazonas,4º trimestre 2020,Construção,87.0
Amazonas,4º trimestre 2020,"Comércio, reparação de veículos automotores e motocicletas",315.0
Amazonas,4º trimestre 2020,"Transporte, armazenagem e correio",87.0
Amazonas,4º trimestre 2020,Alojamento e alimentação,73.0
Amazonas,4º trimestre 2020,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",120.0
Amazonas,4º trimestre 2020,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",300.0
Amazonas,4º trimestre 2020,Outros serviços,68.0
Amazonas,4º trimestre 2020,Serviços domésticos,62.0
Amazonas,4º trimestre 2020,Atividades mal definidas,0.0
Amazonas,1º trimestre 2021,"Agricultura, pecuária, produção florestal, pesca e aquicultura",303.0
Amazonas,1º trimestre 2021,Indústria geral,154.0
Amazonas,1º trimestre 2021,Indústria de transformação,139.0
Amazonas,1º trimestre 2021,Construção,99.0
Amazonas,1º trimestre 2021,"Comércio, reparação de veículos automotores e motocicletas",312.0
Amazonas,1º trimestre 2021,"Transporte, armazenagem e correio",92.0
Amazonas,1º trimestre 2021,Alojamento e alimentação,77.0
Amazonas,1º trimestre 2021,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",116.0
Amazonas,1º trimestre 2021,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",267.0
Amazonas,1º trimestre 2021,Outros serviços,54.0
Amazonas,1º trimestre 2021,Serviços domésticos,65.0
Amazonas,1º trimestre 2021,Atividades mal definidas,0.0
Amazonas,2º trimestre 2021,"Agricultura, pecuária, produção florestal, pesca e aquicultura",312.0
Amazonas,2º trimestre 2021,Indústria geral,169.0
Amazonas,2º trimestre 2021,Indústria de transformação,146.0
Amazonas,2º trimestre 2021,Construção,108.0
Amazonas,2º trimestre 2021,"Comércio, reparação de veículos automotores e motocicletas",308.0
Amazonas,2º trimestre 2021,"Transporte, armazenagem e correio",93.0
Amazonas,2º trimestre 2021,Alojamento e alimentação,90.0
Amazonas,2º trimestre 2021,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",127.0
Amazonas,2º trimestre 2021,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",270.0
Amazonas,2º trimestre 2021,Outros serviços,71.0
Amazonas,2º trimestre 2021,Serviços domésticos,73.0
Amazonas,2º trimestre 2021,Atividades mal definidas,0.0
Amazonas,3º trimestre 2021,"Agricultura, pecuária, produção florestal, pesca e aquicultura",301.0
Amazonas,3º trimestre 2021,Indústria geral,183.0
Amazonas,3º trimestre 2021,Indústria de transformação,156.0
Amazonas,3º trimestre 2021,Construção,118.0
Amazonas,3º trimestre 2021,"Comércio, reparação de veículos automotores e motocicletas",343.0
Amazonas,3º trimestre 2021,"Transporte, armazenagem e correio",94.0
Amazonas,3º trimestre 2021,Alojamento e alimentação,97.0
Amazonas,3º trimestre 2021,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",113.0
Amazonas,3º trimestre 2021,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",285.0
Amazonas,3º trimestre 2021,Outros serviços,76.0
Amazonas,3º trimestre 2021,Serviços domésticos,88.0
Amazonas,3º trimestre 2021,Atividades mal definidas,2.0
Amazonas,4º trimestre 2021,"Agricultura, pecuária, produção florestal, pesca e aquicultura",293.0
Amazonas,4º trimestre 2021,Indústria geral,186.0
Amazonas,4º trimestre 2021,Indústria de transformação,158.0
Amazonas,4º trimestre 2021,Construção,116.0
Amazonas,4º trimestre 2021,"Comércio, reparação de veículos automotores e motocicletas",331.0
Amazonas,4º trimestre 2021,"Transporte, armazenagem e correio",97.0
Amazonas,4º trimestre 2021,Alojamento e alimentação,85.0
Amazonas,4º trimestre 2021,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",113.0
Amazonas,4º trimestre 2021,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",289.0
Amazonas,4º trimestre 2021,Outros serviços,79.0
Amazonas,4º trimestre 2021,Serviços domésticos,82.0
Amazonas,4º trimestre 2021,Atividades mal definidas,0.0
Amazonas,1º trimestre 2022,"Agricultura, pecuária, produção florestal, pesca e aquicultura",297.0
Amazonas,1º trimestre 2022,Indústria geral,195.0
Amazonas,1º trimestre 2022,Indústria de transformação,180.0
Amazonas,1º trimestre 2022,Construção,109.0
Amazonas,1º trimestre 2022,"Comércio, reparação de veículos automotores e motocicletas",316.0
Amazonas,1º trimestre 2022,"Transporte, armazenagem e correio",107.0
Amazonas,1º trimestre 2022,Alojamento e alimentação,100.0
Amazonas,1º trimestre 2022,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",136.0
Amazonas,1º trimestre 2022,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",287.0
Amazonas,1º trimestre 2022,Outros serviços,76.0
Amazonas,1º trimestre 2022,Serviços domésticos,89.0
Amazonas,1º trimestre 2022,Atividades mal definidas,0.0
Amazonas,2º trimestre 2022,"Agricultura, pecuária, produção florestal, pesca e aquicultura",279.0
Amazonas,2º trimestre 2022,Indústria geral,188.0
Amazonas,2º trimestre 2022,Indústria de transformação,162.0
Amazonas,2º trimestre 2022,Construção,119.0
Amazonas,2º trimestre 2022,"Comércio, reparação de veículos automotores e motocicletas",343.0
Amazonas,2º trimestre 2022,"Transporte, armazenagem e correio",100.0
Amazonas,2º trimestre 2022,Alojamento e alimentação,106.0
Amazonas,2º trimestre 2022,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",135.0
Amazonas,2º trimestre 2022,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",317.0
Amazonas,2º trimestre 2022,Outros serviços,76.0
Amazonas,2º trimestre 2022,Serviços domésticos,82.0
Amazonas,2º trimestre 2022,Atividades mal definidas,0.0
Amazonas,3º trimestre 2022,"Agricultura, pecuária, produção florestal, pesca e aquicultura",288.0
Amazonas,3º trimestre 2022,Indústria geral,204.0
Amazonas,3º trimestre 2022,Indústria de transformação,184.0
Amazonas,3º trimestre 2022,Construção,115.0
Amazonas,3º trimestre 2022,"Comércio, reparação de veículos automotores e motocicletas",334.0
Amazonas,3º trimestre 2022,"Transporte, armazenagem e correio",92.0
Amazonas,3º trimestre 2022,Alojamento e alimentação,92.0
Amazonas,3º trimestre 2022,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",153.0
Amazonas,3º trimestre 2022,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",317.0
Amazonas,3º trimestre 2022,Outros serviços,89.0
Amazonas,3º trimestre 2022,Serviços domésticos,91.0
Amazonas,3º trimestre 2022,Atividades mal definidas,0.0
Amazonas,4º trimestre 2022,"Agricultura, pecuária, produção florestal, pesca e aquicultura",311.0
Amazonas,4º trimestre 2022,Indústria geral,204.0
Amazonas,4º trimestre 2022,Indústria de transformação,180.0
Amazonas,4º trimestre 2022,Construção,105.0
Amazonas,4º trimestre 2022,"Comércio, reparação de veículos automotores e motocicletas",345.0
Amazonas,4º trimestre 2022,"Transporte, armazenagem e correio",95.0
Amazonas,4º trimestre 2022,Alojamento e alimentação,97.0
Amazonas,4º trimestre 2022,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",134.0
Amazonas,4º trimestre 2022,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",320.0
Amazonas,4º trimestre 2022,Outros serviços,80.0
Amazonas,4º trimestre 2022,Serviços domésticos,70.0
Amazonas,4º trimestre 2022,Atividades mal definidas,0.0
Amazonas,1º trimestre 2023,"Agricultura, pecuária, produção florestal, pesca e aquicultura",293.0
Amazonas,1º trimestre 2023,Indústria geral,194.0
Amazonas,1º trimestre 2023,Indústria de transformação,171.0
Amazonas,1º trimestre 2023,Construção,100.0
Amazonas,1º trimestre 2023,"Comércio, reparação de veículos automotores e motocicletas",337.0
Amazonas,1º trimestre 2023,"Transporte, armazenagem e correio",91.0
Amazonas,1º trimestre 2023,Alojamento e alimentação,88.0
Amazonas,1º trimestre 2023,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",147.0
Amazonas,1º trimestre 2023,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",302.0
Amazonas,1º trimestre 2023,Outros serviços,78.0
Amazonas,1º trimestre 2023,Serviços domésticos,72.0
Amazonas,1º trimestre 2023,Atividades mal definidas,0.0
Amazonas,2º trimestre 2023,"Agricultura, pecuária, produção florestal, pesca e aquicultura",307.0
