municipio,trimestre,Grupo,quantidade de idade
Fortaleza (CE),3º trimestre 2020,25 a 39 anos,0.0
Fortaleza (CE),3º trimestre 2020,40 a 59 anos,0.0
Fortaleza (CE),3º trimestre 2020,60 anos ou mais,0.0
Fortaleza (CE),4º trimestre 2020,14 a 17 anos,0.0
Fortaleza (CE),4º trimestre 2020,18 a 24 anos,0.0
Fortaleza (CE),4º trimestre 2020,25 a 39 anos,0.0
Fortaleza (CE),4º trimestre 2020,40 a 59 anos,0.0
Fortaleza (CE),4º trimestre 2020,60 anos ou mais,0.0
Fortaleza (CE),1º trimestre 2021,14 a 17 anos,0.0
Fortaleza (CE),1º trimestre 2021,18 a 24 anos,0.0
Fortaleza (CE),1º trimestre 2021,25 a 39 anos,0.0
Fortaleza (CE),1º trimestre 2021,40 a 59 anos,0.0
Fortaleza (CE),1º trimestre 2021,60 anos ou mais,0.0
Fortaleza (CE),2º trimestre 2021,14 a 17 anos,0.0
Fortaleza (CE),2º trimestre 2021,18 a 24 anos,0.0
Fortaleza (CE),2º trimestre 2021,25 a 39 anos,0.0
Fortaleza (CE),2º trimestre 2021,40 a 59 anos,0.0
Fortaleza (CE),2º trimestre 2021,60 anos ou mais,0.0
Fortaleza (CE),3º trimestre 2021,14 a 17 anos,0.0
Fortaleza (CE),3º trimestre 2021,18 a 24 anos,0.0
Fortaleza (CE),3º trimestre 2021,25 a 39 anos,0.0
Fortaleza (CE),3º trimestre 2021,40 a 59 anos,0.0
Fortaleza (CE),3º trimestre 2021,60 anos ou mais,0.0
Fortaleza (CE),4º trimestre 2021,14 a 17 anos,0.0
Fortaleza (CE),4º trimestre 2021,18 a 24 anos,0.0
Fortaleza (CE),4º trimestre 2021,25 a 39 anos,0.0
Fortaleza (CE),4º trimestre 2021,40 a 59 anos,0.0
Fortaleza (CE),4º trimestre 2021,60 anos ou mais,0.0
Fortaleza (CE),1º trimestre 2022,14 a 17 anos,0.0
Fortaleza (CE),1º trimestre 2022,18 a 24 anos,0.0
Fortaleza (CE),1º trimestre 2022,25 a 39 anos,0.0
Fortaleza (CE),1º trimestre 2022,40 a 59 anos,0.0
Fortaleza (CE),1º trimestre 2022,60 anos ou mais,0.0
Fortaleza (CE),2º trimestre 2022,14 a 17 anos,136.0
Fortaleza (CE),2º trimestre 2022,18 a 24 anos,302.0
Fortaleza (CE),2º trimestre 2022,25 a 39 anos,662.0
Fortaleza (CE),2º trimestre 2022,40 a 59 anos,713.0
Fortaleza (CE),2º trimestre 2022,60 anos ou mais,434.0
Fortaleza (CE),3º trimestre 2022,14 a 17 anos,141.0
Fortaleza (CE),3º trimestre 2022,18 a 24 anos,321.0
Fortaleza (CE),3º trimestre 2022,25 a 39 anos,664.0
Fortaleza (CE),3º trimestre 2022,40 a 59 anos,685.0
Fortaleza (CE),3º trimestre 2022,60 anos ou mais,436.0
Fortaleza (CE),4º trimestre 2022,14 a 17 anos,147.0
Fortaleza (CE),4º trimestre 2022,18 a 24 anos,319.0
Fortaleza (CE),4º trimestre 2022,25 a 39 anos,654.0
Fortaleza (CE),4º trimestre 2022,40 a 59 anos,717.0
Fortaleza (CE),4º trimestre 2022,60 anos ou mais,417.0
Fortaleza (CE),1º trimestre 2023,14 a 17 anos,148.0
Fortaleza (CE),1º trimestre 2023,18 a 24 anos,297.0
Fortaleza (CE),1º trimestre 2023,25 a 39 anos,644.0
Fortaleza (CE),1º trimestre 2023,40 a 59 anos,738.0
Fortaleza (CE),1º trimestre 2023,60 anos ou mais,441.0
Fortaleza (CE),2º trimestre 2023,14 a 17 anos,152.0
Fortaleza (CE),2º trimestre 2023,18 a 24 anos,299.0
Fortaleza (CE),2º trimestre 2023,25 a 39 anos,653.0
Fortaleza (CE),2º trimestre 2023,40 a 59 anos,739.0
Fortaleza (CE),2º trimestre 2023,60 anos ou mais,423.0
Fortaleza (CE),3º trimestre 2023,14 a 17 anos,127.0
Fortaleza (CE),3º trimestre 2023,18 a 24 anos,277.0
Fortaleza (CE),3º trimestre 2023,25 a 39 anos,688.0
Fortaleza (CE),3º trimestre 2023,40 a 59 anos,729.0
Fortaleza (CE),3º trimestre 2023,60 anos ou mais,438.0
Fortaleza (CE),4º trimestre 2023,14 a 17 anos,139.0
Fortaleza (CE),4º trimestre 2023,18 a 24 anos,259.0
Fortaleza (CE),4º trimestre 2023,25 a 39 anos,681.0
Fortaleza (CE),4º trimestre 2023,40 a 59 anos,714.0
Fortaleza (CE),4º trimestre 2023,60 anos ou mais,464.0
Fortaleza (CE),1º trimestre 2024,14 a 17 anos,133.0
Fortaleza (CE),1º trimestre 2024,18 a 24 anos,276.0
Fortaleza (CE),1º trimestre 2024,25 a 39 anos,641.0
Fortaleza (CE),1º trimestre 2024,40 a 59 anos,722.0
Fortaleza (CE),1º trimestre 2024,60 anos ou mais,503.0
Fortaleza (CE),2º trimestre 2024,14 a 17 anos,136.0
Fortaleza (CE),2º trimestre 2024,18 a 24 anos,265.0
Fortaleza (CE),2º trimestre 2024,25 a 39 anos,642.0
Fortaleza (CE),2º trimestre 2024,40 a 59 anos,738.0
Fortaleza (CE),2º trimestre 2024,60 anos ou mais,492.0
Fortaleza (CE),3º trimestre 2024,14 a 17 anos,142.0
Fortaleza (CE),3º trimestre 2024,18 a 24 anos,261.0
Fortaleza (CE),3º trimestre 2024,25 a 39 anos,627.0
Fortaleza (CE),3º trimestre 2024,40 a 59 anos,722.0
Fortaleza (CE),3º trimestre 2024,60 anos ou mais,523.0
Fortaleza (CE),4º trimestre 2024,14 a 17 anos,154.0
Fortaleza (CE),4º trimestre 2024,18 a 24 anos,256.0
Fortaleza (CE),4º trimestre 2024,25 a 39 anos,633.0
Fortaleza (CE),4º trimestre 2024,40 a 59 anos,730.0
Fortaleza (CE),4º trimestre 2024,60 anos ou mais,522.0
Natal (RN),1º trimestre 2012,14 a 17 anos,66.0
Natal (RN),1º trimestre 2012,18 a 24 anos,114.0
Natal (RN),1º trimestre 2012,25 a 39 anos,212.0
Natal (RN),1º trimestre 2012,40 a 59 anos,181.0
Natal (RN),1º trimestre 2012,60 anos ou mais,81.0
Natal (RN),2º trimestre 2012,14 a 17 anos,61.0
Natal (RN),2º trimestre 2012,18 a 24 anos,107.0
Natal (RN),2º trimestre 2012,25 a 39 anos,217.0
Natal (RN),2º trimestre 2012,40 a 59 anos,189.0
Natal (RN),2º trimestre 2012,60 anos ou mais,85.0
Natal (RN),3º trimestre 2012,14 a 17 anos,58.0
Natal (RN),3º trimestre 2012,18 a 24 anos,110.0
Natal (RN),3º trimestre 2012,25 a 39 anos,216.0
Natal (RN),3º trimestre 2012,40 a 59 anos,192.0
Natal (RN),3º trimestre 2012,60 anos ou mais,86.0
Natal (RN),4º trimestre 2012,14 a 17 anos,53.0
Natal (RN),4º trimestre 2012,18 a 24 anos,116.0
Natal (RN),4º trimestre 2012,25 a 39 anos,211.0
Natal (RN),4º trimestre 2012,40 a 59 anos,198.0
Natal (RN),4º trimestre 2012,60 anos ou mais,87.0
Natal (RN),1º trimestre 2013,14 a 17 anos,49.0
Natal (RN),1º trimestre 2013,18 a 24 anos,116.0
Natal (RN),1º trimestre 2013,25 a 39 anos,211.0
Natal (RN),1º trimestre 2013,40 a 59 anos,205.0
Natal (RN),1º trimestre 2013,60 anos ou mais,86.0
Natal (RN),2º trimestre 2013,14 a 17 anos,49.0
Natal (RN),2º trimestre 2013,18 a 24 anos,115.0
Natal (RN),2º trimestre 2013,25 a 39 anos,204.0
Natal (RN),2º trimestre 2013,40 a 59 anos,212.0
Natal (RN),2º trimestre 2013,60 anos ou mais,90.0
Natal (RN),3º trimestre 2013,14 a 17 anos,54.0
Natal (RN),3º trimestre 2013,18 a 24 anos,113.0
Natal (RN),3º trimestre 2013,25 a 39 anos,214.0
Natal (RN),3º trimestre 2013,40 a 59 anos,208.0
Natal (RN),3º trimestre 2013,60 anos ou mais,84.0
Natal (RN),4º trimestre 2013,14 a 17 anos,57.0
Natal (RN),4º trimestre 2013,18 a 24 anos,115.0
Natal (RN),4º trimestre 2013,25 a 39 anos,209.0
Natal (RN),4º trimestre 2013,40 a 59 anos,212.0
Natal (RN),4º trimestre 2013,60 anos ou mais,88.0
Natal (RN),1º trimestre 2014,14 a 17 anos,57.0
Natal (RN),1º trimestre 2014,18 a 24 anos,118.0
Natal (RN),1º trimestre 2014,25 a 39 anos,206.0
Natal (RN),1º trimestre 2014,40 a 59 anos,215.0
Natal (RN),1º trimestre 2014,60 anos ou mais,98.0
Natal (RN),2º trimestre 2014,14 a 17 anos,52.0
Natal (RN),2º trimestre 2014,18 a 24 anos,118.0
Natal (RN),2º trimestre 2014,25 a 39 anos,203.0
Natal (RN),2º trimestre 2014,40 a 59 anos,228.0
Natal (RN),2º trimestre 2014,60 anos ou mais,96.0
Natal (RN),3º trimestre 2014,14 a 17 anos,52.0
Natal (RN),3º trimestre 2014,18 a 24 anos,112.0
Natal (RN),3º trimestre 2014,25 a 39 anos,217.0
Natal (RN),3º trimestre 2014,40 a 59 anos,218.0
Natal (RN),3º trimestre 2014,60 anos ou mais,100.0
Natal (RN),4º trimestre 2014,14 a 17 anos,54.0
Natal (RN),4º trimestre 2014,18 a 24 anos,111.0
Natal (RN),4º trimestre 2014,25 a 39 anos,222.0
Natal (RN),4º trimestre 2014,40 a 59 anos,210.0
Natal (RN),4º trimestre 2014,60 anos ou mais,100.0
Natal (RN),1º trimestre 2015,14 a 17 anos,52.0
Natal (RN),1º trimestre 2015,18 a 24 anos,107.0
Natal (RN),1º trimestre 2015,25 a 39 anos,223.0
Natal (RN),1º trimestre 2015,40 a 59 anos,208.0
Natal (RN),1º trimestre 2015,60 anos ou mais,101.0
Natal (RN),2º trimestre 2015,14 a 17 anos,55.0
Natal (RN),2º trimestre 2015,18 a 24 anos,108.0
Natal (RN),2º trimestre 2015,25 a 39 anos,225.0
Natal (RN),2º trimestre 2015,40 a 59 anos,220.0
Natal (RN),2º trimestre 2015,60 anos ou mais,93.0
Natal (RN),3º trimestre 2015,14 a 17 anos,53.0
Natal (RN),3º trimestre 2015,18 a 24 anos,105.0
Natal (RN),3º trimestre 2015,25 a 39 anos,229.0
Natal (RN),3º trimestre 2015,40 a 59 anos,213.0
Natal (RN),3º trimestre 2015,60 anos ou mais,106.0
Natal (RN),4º trimestre 2015,14 a 17 anos,54.0
Natal (RN),4º trimestre 2015,18 a 24 anos,102.0
Natal (RN),4º trimestre 2015,25 a 39 anos,227.0
Natal (RN),4º trimestre 2015,40 a 59 anos,219.0
Natal (RN),4º trimestre 2015,60 anos ou mais,104.0
Natal (RN),1º trimestre 2016,14 a 17 anos,55.0
Natal (RN),1º trimestre 2016,18 a 24 anos,106.0
Natal (RN),1º trimestre 2016,25 a 39 anos,218.0
Natal (RN),1º trimestre 2016,40 a 59 anos,217.0
Natal (RN),1º trimestre 2016,60 anos ou mais,112.0
Natal (RN),2º trimestre 2016,14 a 17 anos,54.0
Natal (RN),2º trimestre 2016,18 a 24 anos,100.0
Natal (RN),2º trimestre 2016,25 a 39 anos,216.0
Natal (RN),2º trimestre 2016,40 a 59 anos,225.0
Natal (RN),2º trimestre 2016,60 anos ou mais,118.0
Natal (RN),3º trimestre 2016,14 a 17 anos,46.0
Natal (RN),3º trimestre 2016,18 a 24 anos,103.0
Natal (RN),3º trimestre 2016,25 a 39 anos,216.0
Natal (RN),3º trimestre 2016,40 a 59 anos,217.0
Natal (RN),3º trimestre 2016,60 anos ou mais,121.0
Natal (RN),4º trimestre 2016,14 a 17 anos,47.0
Natal (RN),4º trimestre 2016,18 a 24 anos,105.0
Natal (RN),4º trimestre 2016,25 a 39 anos,208.0
Natal (RN),4º trimestre 2016,40 a 59 anos,233.0
Natal (RN),4º trimestre 2016,60 anos ou mais,126.0
Natal (RN),1º trimestre 2017,14 a 17 anos,50.0
Natal (RN),1º trimestre 2017,18 a 24 anos,110.0
Natal (RN),1º trimestre 2017,25 a 39 anos,206.0
Natal (RN),1º trimestre 2017,40 a 59 anos,230.0
Natal (RN),1º trimestre 2017,60 anos ou mais,124.0
Natal (RN),2º trimestre 2017,14 a 17 anos,49.0
Natal (RN),2º trimestre 2017,18 a 24 anos,106.0
Natal (RN),2º trimestre 2017,25 a 39 anos,218.0
Natal (RN),2º trimestre 2017,40 a 59 anos,228.0
Natal (RN),2º trimestre 2017,60 anos ou mais,116.0
Natal (RN),3º trimestre 2017,14 a 17 anos,50.0
Natal (RN),3º trimestre 2017,18 a 24 anos,119.0
Natal (RN),3º trimestre 2017,25 a 39 anos,209.0
Natal (RN),3º trimestre 2017,40 a 59 anos,223.0
Natal (RN),3º trimestre 2017,60 anos ou mais,113.0
Natal (RN),4º trimestre 2017,14 a 17 anos,55.0
Natal (RN),4º trimestre 2017,18 a 24 anos,116.0
Natal (RN),4º trimestre 2017,25 a 39 anos,203.0
Natal (RN),4º trimestre 2017,40 a 59 anos,231.0
Natal (RN),4º trimestre 2017,60 anos ou mais,110.0
Natal (RN),1º trimestre 2018,14 a 17 anos,51.0
Natal (RN),1º trimestre 2018,18 a 24 anos,115.0
Natal (RN),1º trimestre 2018,25 a 39 anos,211.0
Natal (RN),1º trimestre 2018,40 a 59 anos,230.0
Natal (RN),1º trimestre 2018,60 anos ou mais,108.0
Natal (RN),2º trimestre 2018,14 a 17 anos,46.0
Natal (RN),2º trimestre 2018,18 a 24 anos,110.0
Natal (RN),2º trimestre 2018,25 a 39 anos,219.0
Natal (RN),2º trimestre 2018,40 a 59 anos,225.0
Natal (RN),2º trimestre 2018,60 anos ou mais,115.0
Natal (RN),3º trimestre 2018,14 a 17 anos,47.0
Natal (RN),3º trimestre 2018,18 a 24 anos,116.0
Natal (RN),3º trimestre 2018,25 a 39 anos,206.0
Natal (RN),3º trimestre 2018,40 a 59 anos,237.0
Natal (RN),3º trimestre 2018,60 anos ou mais,118.0
Natal (RN),4º trimestre 2018,14 a 17 anos,52.0
Natal (RN),4º trimestre 2018,18 a 24 anos,107.0
Natal (RN),4º trimestre 2018,25 a 39 anos,201.0
Natal (RN),4º trimestre 2018,40 a 59 anos,233.0
Natal (RN),4º trimestre 2018,60 anos ou mais,132.0
Natal (RN),1º trimestre 2019,14 a 17 anos,43.0
Natal (RN),1º trimestre 2019,18 a 24 anos,107.0
Natal (RN),1º trimestre 2019,25 a 39 anos,210.0
Natal (RN),1º trimestre 2019,40 a 59 anos,233.0
Natal (RN),1º trimestre 2019,60 anos ou mais,135.0
Natal (RN),2º trimestre 2019,14 a 17 anos,44.0
Natal (RN),2º trimestre 2019,18 a 24 anos,107.0
Natal (RN),2º trimestre 2019,25 a 39 anos,204.0
Natal (RN),2º trimestre 2019,40 a 59 anos,235.0
Natal (RN),2º trimestre 2019,60 anos ou mais,147.0
Natal (RN),3º trimestre 2019,14 a 17 anos,42.0
Natal (RN),3º trimestre 2019,18 a 24 anos,99.0
Natal (RN),3º trimestre 2019,25 a 39 anos,206.0
Natal (RN),3º trimestre 2019,40 a 59 anos,231.0
Natal (RN),3º trimestre 2019,60 anos ou mais,135.0
Natal (RN),4º trimestre 2019,14 a 17 anos,43.0
Natal (RN),4º trimestre 2019,18 a 24 anos,103.0
Natal (RN),4º trimestre 2019,25 a 39 anos,206.0
Natal (RN),4º trimestre 2019,40 a 59 anos,231.0
Natal (RN),4º trimestre 2019,60 anos ou mais,139.0
Natal (RN),1º trimestre 2020,14 a 17 anos,46.0
Natal (RN),1º trimestre 2020,18 a 24 anos,104.0
Natal (RN),1º trimestre 2020,25 a 39 anos,203.0
Natal (RN),1º trimestre 2020,40 a 59 anos,247.0
Natal (RN),1º trimestre 2020,60 anos ou mais,124.0
Natal (RN),2º trimestre 2020,14 a 17 anos,0.0
Natal (RN),2º trimestre 2020,18 a 24 anos,0.0
Natal (RN),2º trimestre 2020,25 a 39 anos,0.0
Natal (RN),2º trimestre 2020,40 a 59 anos,0.0
Natal (RN),2º trimestre 2020,60 anos ou mais,0.0
Natal (RN),3º trimestre 2020,14 a 17 anos,0.0
Natal (RN),3º trimestre 2020,18 a 24 anos,0.0
Natal (RN),3º trimestre 2020,25 a 39 anos,0.0
Natal (RN),3º trimestre 2020,40 a 59 anos,0.0
Natal (RN),3º trimestre 2020,60 anos ou mais,0.0
Natal (RN),4º trimestre 2020,14 a 17 anos,0.0
Natal (RN),4º trimestre 2020,18 a 24 anos,0.0
Natal (RN),4º trimestre 2020,25 a 39 anos,0.0
Natal (RN),4º trimestre 2020,40 a 59 anos,0.0
Natal (RN),4º trimestre 2020,60 anos ou mais,0.0
Natal (RN),1º trimestre 2021,14 a 17 anos,0.0
Natal (RN),1º trimestre 2021,18 a 24 anos,0.0
Natal (RN),1º trimestre 2021,25 a 39 anos,0.0
Natal (RN),1º trimestre 2021,40 a 59 anos,0.0
Natal (RN),1º trimestre 2021,60 anos ou mais,0.0
Natal (RN),2º trimestre 2021,14 a 17 anos,0.0
Natal (RN),2º trimestre 2021,18 a 24 anos,0.0
Natal (RN),2º trimestre 2021,25 a 39 anos,0.0
Natal (RN),2º trimestre 2021,40 a 59 anos,0.0
Natal (RN),2º trimestre 2021,60 anos ou mais,0.0
Natal (RN),3º trimestre 2021,14 a 17 anos,0.0
Natal (RN),3º trimestre 2021,18 a 24 anos,0.0
Natal (RN),3º trimestre 2021,25 a 39 anos,0.0
Natal (RN),3º trimestre 2021,40 a 59 anos,0.0
Natal (RN),3º trimestre 2021,60 anos ou mais,0.0
Natal (RN),4º trimestre 2021,14 a 17 anos,0.0
Natal (RN),4º trimestre 2021,18 a 24 anos,0.0
Natal (RN),4º trimestre 2021,25 a 39 anos,0.0
Natal (RN),4º trimestre 2021,40 a 59 anos,0.0
Natal (RN),4º trimestre 2021,60 anos ou mais,0.0
Natal (RN),1º trimestre 2022,14 a 17 anos,0.0
Natal (RN),1º trimestre 2022,18 a 24 anos,0.0
Natal (RN),1º trimestre 2022,25 a 39 anos,0.0
Natal (RN),1º trimestre 2022,40 a 59 anos,0.0
Natal (RN),1º trimestre 2022,60 anos ou mais,0.0
Natal (RN),2º trimestre 2022,14 a 17 anos,40.0
Natal (RN),2º trimestre 2022,18 a 24 anos,87.0
Natal (RN),2º trimestre 2022,25 a 39 anos,221.0
Natal (RN),2º trimestre 2022,40 a 59 anos,239.0
Natal (RN),2º trimestre 2022,60 anos ou mais,167.0
Natal (RN),3º trimestre 2022,14 a 17 anos,41.0
Natal (RN),3º trimestre 2022,18 a 24 anos,91.0
Natal (RN),3º trimestre 2022,25 a 39 anos,213.0
Natal (RN),3º trimestre 2022,40 a 59 anos,245.0
Natal (RN),3º trimestre 2022,60 anos ou mais,166.0
Natal (RN),4º trimestre 2022,14 a 17 anos,39.0
Natal (RN),4º trimestre 2022,18 a 24 anos,90.0
Natal (RN),4º trimestre 2022,25 a 39 anos,208.0
Natal (RN),4º trimestre 2022,40 a 59 anos,244.0
Natal (RN),4º trimestre 2022,60 anos ou mais,174.0
Natal (RN),1º trimestre 2023,14 a 17 anos,45.0
Natal (RN),1º trimestre 2023,18 a 24 anos,84.0
Natal (RN),1º trimestre 2023,25 a 39 anos,209.0
Natal (RN),1º trimestre 2023,40 a 59 anos,248.0
Natal (RN),1º trimestre 2023,60 anos ou mais,174.0
Natal (RN),2º trimestre 2023,14 a 17 anos,45.0
Natal (RN),2º trimestre 2023,18 a 24 anos,85.0
Natal (RN),2º trimestre 2023,25 a 39 anos,206.0
Natal (RN),2º trimestre 2023,40 a 59 anos,250.0
Natal (RN),2º trimestre 2023,60 anos ou mais,175.0
Natal (RN),3º trimestre 2023,14 a 17 anos,46.0
Natal (RN),3º trimestre 2023,18 a 24 anos,96.0
Natal (RN),3º trimestre 2023,25 a 39 anos,208.0
Natal (RN),3º trimestre 2023,40 a 59 anos,240.0
Natal (RN),3º trimestre 2023,60 anos ou mais,169.0
Natal (RN),4º trimestre 2023,14 a 17 anos,50.0
Natal (RN),4º trimestre 2023,18 a 24 anos,84.0
Natal (RN),4º trimestre 2023,25 a 39 anos,218.0
Natal (RN),4º trimestre 2023,40 a 59 anos,234.0
Natal (RN),4º trimestre 2023,60 anos ou mais,169.0
Natal (RN),1º trimestre 2024,14 a 17 anos,50.0
Natal (RN),1º trimestre 2024,18 a 24 anos,84.0
Natal (RN),1º trimestre 2024,25 a 39 anos,221.0
Natal (RN),1º trimestre 2024,40 a 59 anos,230.0
Natal (RN),1º trimestre 2024,60 anos ou mais,166.0
Natal (RN),2º trimestre 2024,14 a 17 anos,56.0
Natal (RN),2º trimestre 2024,18 a 24 anos,89.0
Natal (RN),2º trimestre 2024,25 a 39 anos,219.0
Natal (RN),2º trimestre 2024,40 a 59 anos,230.0
Natal (RN),2º trimestre 2024,60 anos ou mais,167.0
Natal (RN),3º trimestre 2024,14 a 17 anos,53.0
Natal (RN),3º trimestre 2024,18 a 24 anos,103.0
Natal (RN),3º trimestre 2024,25 a 39 anos,215.0
Natal (RN),3º trimestre 2024,40 a 59 anos,230.0
Natal (RN),3º trimestre 2024,60 anos ou mais,166.0
Natal (RN),4º trimestre 2024,14 a 17 anos,53.0
Natal (RN),4º trimestre 2024,18 a 24 anos,90.0
Natal (RN),4º trimestre 2024,25 a 39 anos,218.0
Natal (RN),4º trimestre 2024,40 a 59 anos,246.0
Natal (RN),4º trimestre 2024,60 anos ou mais,172.0
João Pessoa (PB),1º trimestre 2012,14 a 17 anos,56.0
João Pessoa (PB),1º trimestre 2012,18 a 24 anos,85.0
João Pessoa (PB),1º trimestre 2012,25 a 39 anos,200.0
João Pessoa (PB),1º trimestre 2012,40 a 59 anos,180.0
João Pessoa (PB),1º trimestre 2012,60 anos ou mais,76.0
João Pessoa (PB),2º trimestre 2012,14 a 17 anos,50.0
João Pessoa (PB),2º trimestre 2012,18 a 24 anos,91.0
João Pessoa (PB),2º trimestre 2012,25 a 39 anos,192.0
João Pessoa (PB),2º trimestre 2012,40 a 59 anos,174.0
João Pessoa (PB),2º trimestre 2012,60 anos ou mais,84.0
João Pessoa (PB),3º trimestre 2012,14 a 17 anos,52.0
João Pessoa (PB),3º trimestre 2012,18 a 24 anos,92.0
João Pessoa (PB),3º trimestre 2012,25 a 39 anos,188.0
João Pessoa (PB),3º trimestre 2012,40 a 59 anos,173.0
João Pessoa (PB),3º trimestre 2012,60 anos ou mais,89.0
João Pessoa (PB),4º trimestre 2012,14 a 17 anos,53.0
João Pessoa (PB),4º trimestre 2012,18 a 24 anos,91.0
João Pessoa (PB),4º trimestre 2012,25 a 39 anos,192.0
João Pessoa (PB),4º trimestre 2012,40 a 59 anos,176.0
João Pessoa (PB),4º trimestre 2012,60 anos ou mais,83.0
João Pessoa (PB),1º trimestre 2013,14 a 17 anos,49.0
João Pessoa (PB),1º trimestre 2013,18 a 24 anos,96.0
João Pessoa (PB),1º trimestre 2013,25 a 39 anos,194.0
João Pessoa (PB),1º trimestre 2013,40 a 59 anos,178.0
João Pessoa (PB),1º trimestre 2013,60 anos ou mais,82.0
João Pessoa (PB),2º trimestre 2013,14 a 17 anos,48.0
João Pessoa (PB),2º trimestre 2013,18 a 24 anos,97.0
João Pessoa (PB),2º trimestre 2013,25 a 39 anos,192.0
João Pessoa (PB),2º trimestre 2013,40 a 59 anos,187.0
João Pessoa (PB),2º trimestre 2013,60 anos ou mais,78.0
João Pessoa (PB),3º trimestre 2013,14 a 17 anos,46.0
João Pessoa (PB),3º trimestre 2013,18 a 24 anos,102.0
João Pessoa (PB),3º trimestre 2013,25 a 39 anos,197.0
João Pessoa (PB),3º trimestre 2013,40 a 59 anos,183.0
João Pessoa (PB),3º trimestre 2013,60 anos ou mais,79.0
João Pessoa (PB),4º trimestre 2013,14 a 17 anos,47.0
João Pessoa (PB),4º trimestre 2013,18 a 24 anos,103.0
João Pessoa (PB),4º trimestre 2013,25 a 39 anos,195.0
João Pessoa (PB),4º trimestre 2013,40 a 59 anos,189.0
João Pessoa (PB),4º trimestre 2013,60 anos ou mais,76.0
João Pessoa (PB),1º trimestre 2014,14 a 17 anos,49.0
João Pessoa (PB),1º trimestre 2014,18 a 24 anos,95.0
João Pessoa (PB),1º trimestre 2014,25 a 39 anos,209.0
João Pessoa (PB),1º trimestre 2014,40 a 59 anos,178.0
João Pessoa (PB),1º trimestre 2014,60 anos ou mais,78.0
João Pessoa (PB),2º trimestre 2014,14 a 17 anos,51.0
João Pessoa (PB),2º trimestre 2014,18 a 24 anos,95.0
João Pessoa (PB),2º trimestre 2014,25 a 39 anos,209.0
João Pessoa (PB),2º trimestre 2014,40 a 59 anos,179.0
João Pessoa (PB),2º trimestre 2014,60 anos ou mais,79.0
João Pessoa (PB),3º trimestre 2014,14 a 17 anos,48.0
João Pessoa (PB),3º trimestre 2014,18 a 24 anos,92.0
João Pessoa (PB),3º trimestre 2014,25 a 39 anos,214.0
João Pessoa (PB),3º trimestre 2014,40 a 59 anos,177.0
João Pessoa (PB),3º trimestre 2014,60 anos ou mais,75.0
João Pessoa (PB),4º trimestre 2014,14 a 17 anos,48.0
João Pessoa (PB),4º trimestre 2014,18 a 24 anos,86.0
João Pessoa (PB),4º trimestre 2014,25 a 39 anos,218.0
João Pessoa (PB),4º trimestre 2014,40 a 59 anos,179.0
João Pessoa (PB),4º trimestre 2014,60 anos ou mais,78.0
João Pessoa (PB),1º trimestre 2015,14 a 17 anos,49.0
João Pessoa (PB),1º trimestre 2015,18 a 24 anos,92.0
João Pessoa (PB),1º trimestre 2015,25 a 39 anos,214.0
João Pessoa (PB),1º trimestre 2015,40 a 59 anos,178.0
João Pessoa (PB),1º trimestre 2015,60 anos ou mais,77.0
João Pessoa (PB),2º trimestre 2015,14 a 17 anos,48.0
João Pessoa (PB),2º trimestre 2015,18 a 24 anos,95.0
João Pessoa (PB),2º trimestre 2015,25 a 39 anos,211.0
João Pessoa (PB),2º trimestre 2015,40 a 59 anos,181.0
João Pessoa (PB),2º trimestre 2015,60 anos ou mais,88.0
João Pessoa (PB),3º trimestre 2015,14 a 17 anos,49.0
João Pessoa (PB),3º trimestre 2015,18 a 24 anos,96.0
João Pessoa (PB),3º trimestre 2015,25 a 39 anos,204.0
João Pessoa (PB),3º trimestre 2015,40 a 59 anos,185.0
João Pessoa (PB),3º trimestre 2015,60 anos ou mais,85.0
João Pessoa (PB),4º trimestre 2015,14 a 17 anos,49.0
João Pessoa (PB),4º trimestre 2015,18 a 24 anos,96.0
João Pessoa (PB),4º trimestre 2015,25 a 39 anos,202.0
João Pessoa (PB),4º trimestre 2015,40 a 59 anos,186.0
João Pessoa (PB),4º trimestre 2015,60 anos ou mais,92.0
João Pessoa (PB),1º trimestre 2016,14 a 17 anos,49.0
