municipio,trimestre,Sexo,quantidade de gênero
Campo Grande (MS),3º trimestre 2021,Mulheres,0.0
Campo Grande (MS),4º trimestre 2021,Homens,0.0
Campo Grande (MS),4º trimestre 2021,Mulheres,0.0
Campo Grande (MS),1º trimestre 2022,Homens,0.0
Campo Grande (MS),1º trimestre 2022,Mulheres,0.0
Campo Grande (MS),2º trimestre 2022,Homens,349.0
Campo Grande (MS),2º trimestre 2022,Mulheres,388.0
Campo Grande (MS),3º trimestre 2022,Homens,353.0
Campo Grande (MS),3º trimestre 2022,Mulheres,386.0
Campo Grande (MS),4º trimestre 2022,Homens,356.0
Campo Grande (MS),4º trimestre 2022,Mulheres,393.0
Campo Grande (MS),1º trimestre 2023,Homens,362.0
Campo Grande (MS),1º trimestre 2023,Mulheres,380.0
Campo Grande (MS),2º trimestre 2023,Homens,362.0
Campo Grande (MS),2º trimestre 2023,Mulheres,387.0
Campo Grande (MS),3º trimestre 2023,Homens,356.0
Campo Grande (MS),3º trimestre 2023,Mulheres,390.0
Campo Grande (MS),4º trimestre 2023,Homens,373.0
Campo Grande (MS),4º trimestre 2023,Mulheres,385.0
Campo Grande (MS),1º trimestre 2024,Homens,358.0
Campo Grande (MS),1º trimestre 2024,Mulheres,388.0
Campo Grande (MS),2º trimestre 2024,Homens,357.0
Campo Grande (MS),2º trimestre 2024,Mulheres,398.0
Campo Grande (MS),3º trimestre 2024,Homens,363.0
Campo Grande (MS),3º trimestre 2024,Mulheres,390.0
Campo Grande (MS),4º trimestre 2024,Homens,356.0
Campo Grande (MS),4º trimestre 2024,Mulheres,393.0
Cuiabá (MT),1º trimestre 2012,Homens,227.0
Cuiabá (MT),1º trimestre 2012,Mulheres,227.0
Cuiabá (MT),2º trimestre 2012,Homens,228.0
Cuiabá (MT),2º trimestre 2012,Mulheres,229.0
Cuiabá (MT),3º trimestre 2012,Homens,228.0
Cuiabá (MT),3º trimestre 2012,Mulheres,233.0
Cuiabá (MT),4º trimestre 2012,Homens,232.0
Cuiabá (MT),4º trimestre 2012,Mulheres,238.0
Cuiabá (MT),1º trimestre 2013,Homens,227.0
Cuiabá (MT),1º trimestre 2013,Mulheres,243.0
Cuiabá (MT),2º trimestre 2013,Homens,225.0
Cuiabá (MT),2º trimestre 2013,Mulheres,242.0
Cuiabá (MT),3º trimestre 2013,Homens,220.0
Cuiabá (MT),3º trimestre 2013,Mulheres,248.0
Cuiabá (MT),4º trimestre 2013,Homens,221.0
Cuiabá (MT),4º trimestre 2013,Mulheres,248.0
Cuiabá (MT),1º trimestre 2014,Homens,231.0
Cuiabá (MT),1º trimestre 2014,Mulheres,240.0
Cuiabá (MT),2º trimestre 2014,Homens,224.0
Cuiabá (MT),2º trimestre 2014,Mulheres,242.0
Cuiabá (MT),3º trimestre 2014,Homens,225.0
Cuiabá (MT),3º trimestre 2014,Mulheres,243.0
Cuiabá (MT),4º trimestre 2014,Homens,224.0
Cuiabá (MT),4º trimestre 2014,Mulheres,243.0
Cuiabá (MT),1º trimestre 2015,Homens,226.0
Cuiabá (MT),1º trimestre 2015,Mulheres,237.0
Cuiabá (MT),2º trimestre 2015,Homens,226.0
Cuiabá (MT),2º trimestre 2015,Mulheres,240.0
Cuiabá (MT),3º trimestre 2015,Homens,226.0
Cuiabá (MT),3º trimestre 2015,Mulheres,238.0
Cuiabá (MT),4º trimestre 2015,Homens,225.0
Cuiabá (MT),4º trimestre 2015,Mulheres,241.0
Cuiabá (MT),1º trimestre 2016,Homens,218.0
Cuiabá (MT),1º trimestre 2016,Mulheres,246.0
Cuiabá (MT),2º trimestre 2016,Homens,222.0
Cuiabá (MT),2º trimestre 2016,Mulheres,244.0
Cuiabá (MT),3º trimestre 2016,Homens,224.0
Cuiabá (MT),3º trimestre 2016,Mulheres,247.0
Cuiabá (MT),4º trimestre 2016,Homens,220.0
Cuiabá (MT),4º trimestre 2016,Mulheres,251.0
Cuiabá (MT),1º trimestre 2017,Homens,221.0
Cuiabá (MT),1º trimestre 2017,Mulheres,259.0
Cuiabá (MT),2º trimestre 2017,Homens,221.0
Cuiabá (MT),2º trimestre 2017,Mulheres,257.0
Cuiabá (MT),3º trimestre 2017,Homens,219.0
Cuiabá (MT),3º trimestre 2017,Mulheres,260.0
Cuiabá (MT),4º trimestre 2017,Homens,228.0
Cuiabá (MT),4º trimestre 2017,Mulheres,256.0
Cuiabá (MT),1º trimestre 2018,Homens,226.0
Cuiabá (MT),1º trimestre 2018,Mulheres,258.0
Cuiabá (MT),2º trimestre 2018,Homens,228.0
Cuiabá (MT),2º trimestre 2018,Mulheres,258.0
Cuiabá (MT),3º trimestre 2018,Homens,231.0
Cuiabá (MT),3º trimestre 2018,Mulheres,250.0
Cuiabá (MT),4º trimestre 2018,Homens,235.0
Cuiabá (MT),4º trimestre 2018,Mulheres,251.0
Cuiabá (MT),1º trimestre 2019,Homens,233.0
Cuiabá (MT),1º trimestre 2019,Mulheres,254.0
Cuiabá (MT),2º trimestre 2019,Homens,236.0
Cuiabá (MT),2º trimestre 2019,Mulheres,251.0
Cuiabá (MT),3º trimestre 2019,Homens,237.0
Cuiabá (MT),3º trimestre 2019,Mulheres,254.0
Cuiabá (MT),4º trimestre 2019,Homens,241.0
Cuiabá (MT),4º trimestre 2019,Mulheres,247.0
Cuiabá (MT),1º trimestre 2020,Homens,237.0
Cuiabá (MT),1º trimestre 2020,Mulheres,253.0
Cuiabá (MT),2º trimestre 2020,Homens,0.0
Cuiabá (MT),2º trimestre 2020,Mulheres,0.0
Cuiabá (MT),3º trimestre 2020,Homens,0.0
Cuiabá (MT),3º trimestre 2020,Mulheres,0.0
Cuiabá (MT),4º trimestre 2020,Homens,0.0
Cuiabá (MT),4º trimestre 2020,Mulheres,0.0
Cuiabá (MT),1º trimestre 2021,Homens,0.0
Cuiabá (MT),1º trimestre 2021,Mulheres,0.0
Cuiabá (MT),2º trimestre 2021,Homens,0.0
Cuiabá (MT),2º trimestre 2021,Mulheres,0.0
Cuiabá (MT),3º trimestre 2021,Homens,0.0
Cuiabá (MT),3º trimestre 2021,Mulheres,0.0
Cuiabá (MT),4º trimestre 2021,Homens,0.0
Cuiabá (MT),4º trimestre 2021,Mulheres,0.0
Cuiabá (MT),1º trimestre 2022,Homens,0.0
Cuiabá (MT),1º trimestre 2022,Mulheres,0.0
Cuiabá (MT),2º trimestre 2022,Homens,244.0
Cuiabá (MT),2º trimestre 2022,Mulheres,253.0
Cuiabá (MT),3º trimestre 2022,Homens,246.0
Cuiabá (MT),3º trimestre 2022,Mulheres,255.0
Cuiabá (MT),4º trimestre 2022,Homens,244.0
Cuiabá (MT),4º trimestre 2022,Mulheres,257.0
Cuiabá (MT),1º trimestre 2023,Homens,244.0
Cuiabá (MT),1º trimestre 2023,Mulheres,261.0
Cuiabá (MT),2º trimestre 2023,Homens,244.0
Cuiabá (MT),2º trimestre 2023,Mulheres,263.0
Cuiabá (MT),3º trimestre 2023,Homens,253.0
Cuiabá (MT),3º trimestre 2023,Mulheres,261.0
Cuiabá (MT),4º trimestre 2023,Homens,247.0
Cuiabá (MT),4º trimestre 2023,Mulheres,259.0
Cuiabá (MT),1º trimestre 2024,Homens,244.0
Cuiabá (MT),1º trimestre 2024,Mulheres,266.0
Cuiabá (MT),2º trimestre 2024,Homens,251.0
Cuiabá (MT),2º trimestre 2024,Mulheres,270.0
Cuiabá (MT),3º trimestre 2024,Homens,251.0
Cuiabá (MT),3º trimestre 2024,Mulheres,273.0
Cuiabá (MT),4º trimestre 2024,Homens,245.0
Cuiabá (MT),4º trimestre 2024,Mulheres,268.0
Goiânia (GO),1º trimestre 2012,Homens,505.0
Goiânia (GO),1º trimestre 2012,Mulheres,584.0
Goiânia (GO),2º trimestre 2012,Homens,509.0
Goiânia (GO),2º trimestre 2012,Mulheres,597.0
Goiânia (GO),3º trimestre 2012,Homens,517.0
Goiânia (GO),3º trimestre 2012,Mulheres,598.0
Goiânia (GO),4º trimestre 2012,Homens,529.0
Goiânia (GO),4º trimestre 2012,Mulheres,590.0
Goiânia (GO),1º trimestre 2013,Homens,532.0
Goiânia (GO),1º trimestre 2013,Mulheres,594.0
Goiânia (GO),2º trimestre 2013,Homens,531.0
Goiânia (GO),2º trimestre 2013,Mulheres,592.0
Goiânia (GO),3º trimestre 2013,Homens,538.0
Goiânia (GO),3º trimestre 2013,Mulheres,592.0
Goiânia (GO),4º trimestre 2013,Homens,539.0
Goiânia (GO),4º trimestre 2013,Mulheres,605.0
Goiânia (GO),1º trimestre 2014,Homens,544.0
Goiânia (GO),1º trimestre 2014,Mulheres,593.0
Goiânia (GO),2º trimestre 2014,Homens,542.0
Goiânia (GO),2º trimestre 2014,Mulheres,593.0
Goiânia (GO),3º trimestre 2014,Homens,538.0
Goiânia (GO),3º trimestre 2014,Mulheres,604.0
Goiânia (GO),4º trimestre 2014,Homens,542.0
Goiânia (GO),4º trimestre 2014,Mulheres,602.0
Goiânia (GO),1º trimestre 2015,Homens,548.0
Goiânia (GO),1º trimestre 2015,Mulheres,607.0
Goiânia (GO),2º trimestre 2015,Homens,554.0
Goiânia (GO),2º trimestre 2015,Mulheres,616.0
Goiânia (GO),3º trimestre 2015,Homens,568.0
Goiânia (GO),3º trimestre 2015,Mulheres,619.0
Goiânia (GO),4º trimestre 2015,Homens,575.0
Goiânia (GO),4º trimestre 2015,Mulheres,610.0
Goiânia (GO),1º trimestre 2016,Homens,569.0
Goiânia (GO),1º trimestre 2016,Mulheres,612.0
Goiânia (GO),2º trimestre 2016,Homens,561.0
Goiânia (GO),2º trimestre 2016,Mulheres,623.0
Goiânia (GO),3º trimestre 2016,Homens,558.0
Goiânia (GO),3º trimestre 2016,Mulheres,617.0
Goiânia (GO),4º trimestre 2016,Homens,549.0
Goiânia (GO),4º trimestre 2016,Mulheres,620.0
Goiânia (GO),1º trimestre 2017,Homens,561.0
Goiânia (GO),1º trimestre 2017,Mulheres,620.0
Goiânia (GO),2º trimestre 2017,Homens,579.0
Goiânia (GO),2º trimestre 2017,Mulheres,628.0
Goiânia (GO),3º trimestre 2017,Homens,578.0
Goiânia (GO),3º trimestre 2017,Mulheres,638.0
Goiânia (GO),4º trimestre 2017,Homens,573.0
Goiânia (GO),4º trimestre 2017,Mulheres,644.0
Goiânia (GO),1º trimestre 2018,Homens,592.0
Goiânia (GO),1º trimestre 2018,Mulheres,644.0
Goiânia (GO),2º trimestre 2018,Homens,601.0
Goiânia (GO),2º trimestre 2018,Mulheres,638.0
Goiânia (GO),3º trimestre 2018,Homens,595.0
Goiânia (GO),3º trimestre 2018,Mulheres,652.0
Goiânia (GO),4º trimestre 2018,Homens,606.0
Goiânia (GO),4º trimestre 2018,Mulheres,651.0
Goiânia (GO),1º trimestre 2019,Homens,604.0
Goiânia (GO),1º trimestre 2019,Mulheres,659.0
Goiânia (GO),2º trimestre 2019,Homens,604.0
Goiânia (GO),2º trimestre 2019,Mulheres,659.0
Goiânia (GO),3º trimestre 2019,Homens,595.0
Goiânia (GO),3º trimestre 2019,Mulheres,648.0
Goiânia (GO),4º trimestre 2019,Homens,591.0
Goiânia (GO),4º trimestre 2019,Mulheres,656.0
Goiânia (GO),1º trimestre 2020,Homens,585.0
Goiânia (GO),1º trimestre 2020,Mulheres,671.0
Goiânia (GO),2º trimestre 2020,Homens,0.0
Goiânia (GO),2º trimestre 2020,Mulheres,0.0
Goiânia (GO),3º trimestre 2020,Homens,0.0
Goiânia (GO),3º trimestre 2020,Mulheres,0.0
Goiânia (GO),4º trimestre 2020,Homens,0.0
Goiânia (GO),4º trimestre 2020,Mulheres,0.0
Goiânia (GO),1º trimestre 2021,Homens,0.0
Goiânia (GO),1º trimestre 2021,Mulheres,0.0
Goiânia (GO),2º trimestre 2021,Homens,0.0
Goiânia (GO),2º trimestre 2021,Mulheres,0.0
Goiânia (GO),3º trimestre 2021,Homens,0.0
Goiânia (GO),3º trimestre 2021,Mulheres,0.0
Goiânia (GO),4º trimestre 2021,Homens,0.0
Goiânia (GO),4º trimestre 2021,Mulheres,0.0
Goiânia (GO),1º trimestre 2022,Homens,0.0
Goiânia (GO),1º trimestre 2022,Mulheres,0.0
Goiânia (GO),2º trimestre 2022,Homens,626.0
Goiânia (GO),2º trimestre 2022,Mulheres,700.0
Goiânia (GO),3º trimestre 2022,Homens,624.0
Goiânia (GO),3º trimestre 2022,Mulheres,707.0
Goiânia (GO),4º trimestre 2022,Homens,631.0
Goiânia (GO),4º trimestre 2022,Mulheres,697.0
Goiânia (GO),1º trimestre 2023,Homens,637.0
Goiânia (GO),1º trimestre 2023,Mulheres,699.0
Goiânia (GO),2º trimestre 2023,Homens,648.0
Goiânia (GO),2º trimestre 2023,Mulheres,694.0
Goiânia (GO),3º trimestre 2023,Homens,641.0
Goiânia (GO),3º trimestre 2023,Mulheres,698.0
Goiânia (GO),4º trimestre 2023,Homens,631.0
Goiânia (GO),4º trimestre 2023,Mulheres,714.0
Goiânia (GO),1º trimestre 2024,Homens,637.0
Goiânia (GO),1º trimestre 2024,Mulheres,712.0
Goiânia (GO),2º trimestre 2024,Homens,624.0
Goiânia (GO),2º trimestre 2024,Mulheres,718.0
Goiânia (GO),3º trimestre 2024,Homens,620.0
Goiânia (GO),3º trimestre 2024,Mulheres,724.0
Goiânia (GO),4º trimestre 2024,Homens,630.0
Goiânia (GO),4º trimestre 2024,Mulheres,716.0
Brasília (DF),1º trimestre 2012,Homens,999.0
Brasília (DF),1º trimestre 2012,Mulheres,1123.0
Brasília (DF),2º trimestre 2012,Homens,1002.0
Brasília (DF),2º trimestre 2012,Mulheres,1139.0
Brasília (DF),3º trimestre 2012,Homens,1006.0
Brasília (DF),3º trimestre 2012,Mulheres,1142.0
Brasília (DF),4º trimestre 2012,Homens,1018.0
Brasília (DF),4º trimestre 2012,Mulheres,1143.0
Brasília (DF),1º trimestre 2013,Homens,1028.0
Brasília (DF),1º trimestre 2013,Mulheres,1158.0
Brasília (DF),2º trimestre 2013,Homens,1032.0
Brasília (DF),2º trimestre 2013,Mulheres,1157.0
Brasília (DF),3º trimestre 2013,Homens,1057.0
Brasília (DF),3º trimestre 2013,Mulheres,1144.0
Brasília (DF),4º trimestre 2013,Homens,1064.0
Brasília (DF),4º trimestre 2013,Mulheres,1161.0
Brasília (DF),1º trimestre 2014,Homens,1067.0
Brasília (DF),1º trimestre 2014,Mulheres,1153.0
Brasília (DF),2º trimestre 2014,Homens,1060.0
Brasília (DF),2º trimestre 2014,Mulheres,1176.0
Brasília (DF),3º trimestre 2014,Homens,1061.0
Brasília (DF),3º trimestre 2014,Mulheres,1181.0
Brasília (DF),4º trimestre 2014,Homens,1061.0
Brasília (DF),4º trimestre 2014,Mulheres,1186.0
Brasília (DF),1º trimestre 2015,Homens,1065.0
Brasília (DF),1º trimestre 2015,Mulheres,1193.0
Brasília (DF),2º trimestre 2015,Homens,1063.0
Brasília (DF),2º trimestre 2015,Mulheres,1207.0
Brasília (DF),3º trimestre 2015,Homens,1075.0
Brasília (DF),3º trimestre 2015,Mulheres,1217.0
Brasília (DF),4º trimestre 2015,Homens,1078.0
Brasília (DF),4º trimestre 2015,Mulheres,1208.0
Brasília (DF),1º trimestre 2016,Homens,1087.0
Brasília (DF),1º trimestre 2016,Mulheres,1213.0
Brasília (DF),2º trimestre 2016,Homens,1089.0
Brasília (DF),2º trimestre 2016,Mulheres,1211.0
Brasília (DF),3º trimestre 2016,Homens,1092.0
Brasília (DF),3º trimestre 2016,Mulheres,1213.0
Brasília (DF),4º trimestre 2016,Homens,1093.0
Brasília (DF),4º trimestre 2016,Mulheres,1220.0
Brasília (DF),1º trimestre 2017,Homens,1106.0
Brasília (DF),1º trimestre 2017,Mulheres,1237.0
Brasília (DF),2º trimestre 2017,Homens,1112.0
Brasília (DF),2º trimestre 2017,Mulheres,1245.0
Brasília (DF),3º trimestre 2017,Homens,1115.0
Brasília (DF),3º trimestre 2017,Mulheres,1260.0
Brasília (DF),4º trimestre 2017,Homens,1124.0
Brasília (DF),4º trimestre 2017,Mulheres,1267.0
Brasília (DF),1º trimestre 2018,Homens,1153.0
Brasília (DF),1º trimestre 2018,Mulheres,1266.0
Brasília (DF),2º trimestre 2018,Homens,1150.0
Brasília (DF),2º trimestre 2018,Mulheres,1271.0
Brasília (DF),3º trimestre 2018,Homens,1163.0
Brasília (DF),3º trimestre 2018,Mulheres,1279.0
Brasília (DF),4º trimestre 2018,Homens,1156.0
Brasília (DF),4º trimestre 2018,Mulheres,1286.0
Brasília (DF),1º trimestre 2019,Homens,1167.0
Brasília (DF),1º trimestre 2019,Mulheres,1285.0
Brasília (DF),2º trimestre 2019,Homens,1152.0
Brasília (DF),2º trimestre 2019,Mulheres,1300.0
Brasília (DF),3º trimestre 2019,Homens,1147.0
Brasília (DF),3º trimestre 2019,Mulheres,1308.0
Brasília (DF),4º trimestre 2019,Homens,1155.0
Brasília (DF),4º trimestre 2019,Mulheres,1306.0
Brasília (DF),1º trimestre 2020,Homens,1189.0
Brasília (DF),1º trimestre 2020,Mulheres,1295.0
Brasília (DF),2º trimestre 2020,Homens,0.0
Brasília (DF),2º trimestre 2020,Mulheres,0.0
Brasília (DF),3º trimestre 2020,Homens,0.0
Brasília (DF),3º trimestre 2020,Mulheres,0.0
Brasília (DF),4º trimestre 2020,Homens,0.0
Brasília (DF),4º trimestre 2020,Mulheres,0.0
Brasília (DF),1º trimestre 2021,Homens,0.0
Brasília (DF),1º trimestre 2021,Mulheres,0.0
Brasília (DF),2º trimestre 2021,Homens,0.0
Brasília (DF),2º trimestre 2021,Mulheres,0.0
Brasília (DF),3º trimestre 2021,Homens,0.0
Brasília (DF),3º trimestre 2021,Mulheres,0.0
Brasília (DF),4º trimestre 2021,Homens,0.0
Brasília (DF),4º trimestre 2021,Mulheres,0.0
Brasília (DF),1º trimestre 2022,Homens,0.0
Brasília (DF),1º trimestre 2022,Mulheres,0.0
Brasília (DF),2º trimestre 2022,Homens,1196.0
Brasília (DF),2º trimestre 2022,Mulheres,1325.0
Brasília (DF),3º trimestre 2022,Homens,1185.0
Brasília (DF),3º trimestre 2022,Mulheres,1337.0
Brasília (DF),4º trimestre 2022,Homens,1209.0
Brasília (DF),4º trimestre 2022,Mulheres,1345.0
Brasília (DF),1º trimestre 2023,Homens,1217.0
Brasília (DF),1º trimestre 2023,Mulheres,1331.0
Brasília (DF),2º trimestre 2023,Homens,1224.0
Brasília (DF),2º trimestre 2023,Mulheres,1358.0
Brasília (DF),3º trimestre 2023,Homens,1208.0
Brasília (DF),3º trimestre 2023,Mulheres,1372.0
Brasília (DF),4º trimestre 2023,Homens,1241.0
Brasília (DF),4º trimestre 2023,Mulheres,1372.0
Brasília (DF),1º trimestre 2024,Homens,1243.0
Brasília (DF),1º trimestre 2024,Mulheres,1370.0
Brasília (DF),2º trimestre 2024,Homens,1238.0
Brasília (DF),2º trimestre 2024,Mulheres,1373.0
Brasília (DF),3º trimestre 2024,Homens,1227.0
Brasília (DF),3º trimestre 2024,Mulheres,1372.0
Brasília (DF),4º trimestre 2024,Homens,1253.0
Brasília (DF),4º trimestre 2024,Mulheres,1377.0
