municipio,trimestre,Posição na ocupação,quantidade de posição e categoria
Piauí,2º trimestre 2017,Trabalhador doméstico - sem carteira de trabalho assinada,74.0
Piauí,2º trimestre 2017,Empregado no setor público,211.0
Piauí,2º trimestre 2017,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",22.0
Piauí,2º trimestre 2017,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",55.0
Piauí,2º trimestre 2017,Empregado no setor público - militar e funcionário público estatutário,134.0
Piauí,2º trimestre 2017,Empregador,58.0
Piauí,2º trimestre 2017,Conta própria,370.0
Piauí,2º trimestre 2017,Trabalhador familiar auxiliar,79.0
Piauí,3º trimestre 2017,"Empregado no setor privado, exclusive trabalhador doméstico",471.0
Piauí,3º trimestre 2017,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",233.0
Piauí,3º trimestre 2017,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",238.0
Piauí,3º trimestre 2017,Trabalhador doméstico,84.0
Piauí,3º trimestre 2017,Trabalhador doméstico - com carteira de trabalho assinada,11.0
Piauí,3º trimestre 2017,Trabalhador doméstico - sem carteira de trabalho assinada,74.0
Piauí,3º trimestre 2017,Empregado no setor público,206.0
Piauí,3º trimestre 2017,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",13.0
Piauí,3º trimestre 2017,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",62.0
Piauí,3º trimestre 2017,Empregado no setor público - militar e funcionário público estatutário,131.0
Piauí,3º trimestre 2017,Empregador,55.0
Piauí,3º trimestre 2017,Conta própria,369.0
Piauí,3º trimestre 2017,Trabalhador familiar auxiliar,82.0
Piauí,4º trimestre 2017,"Empregado no setor privado, exclusive trabalhador doméstico",453.0
Piauí,4º trimestre 2017,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",232.0
Piauí,4º trimestre 2017,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",221.0
Piauí,4º trimestre 2017,Trabalhador doméstico,82.0
Piauí,4º trimestre 2017,Trabalhador doméstico - com carteira de trabalho assinada,11.0
Piauí,4º trimestre 2017,Trabalhador doméstico - sem carteira de trabalho assinada,71.0
Piauí,4º trimestre 2017,Empregado no setor público,205.0
Piauí,4º trimestre 2017,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",19.0
Piauí,4º trimestre 2017,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",59.0
Piauí,4º trimestre 2017,Empregado no setor público - militar e funcionário público estatutário,127.0
Piauí,4º trimestre 2017,Empregador,51.0
Piauí,4º trimestre 2017,Conta própria,376.0
Piauí,4º trimestre 2017,Trabalhador familiar auxiliar,74.0
Piauí,1º trimestre 2018,"Empregado no setor privado, exclusive trabalhador doméstico",448.0
Piauí,1º trimestre 2018,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",243.0
Piauí,1º trimestre 2018,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",204.0
Piauí,1º trimestre 2018,Trabalhador doméstico,76.0
Piauí,1º trimestre 2018,Trabalhador doméstico - com carteira de trabalho assinada,9.0
Piauí,1º trimestre 2018,Trabalhador doméstico - sem carteira de trabalho assinada,67.0
Piauí,1º trimestre 2018,Empregado no setor público,192.0
Piauí,1º trimestre 2018,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",12.0
Piauí,1º trimestre 2018,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",55.0
Piauí,1º trimestre 2018,Empregado no setor público - militar e funcionário público estatutário,124.0
Piauí,1º trimestre 2018,Empregador,46.0
Piauí,1º trimestre 2018,Conta própria,381.0
Piauí,1º trimestre 2018,Trabalhador familiar auxiliar,72.0
Piauí,2º trimestre 2018,"Empregado no setor privado, exclusive trabalhador doméstico",438.0
Piauí,2º trimestre 2018,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",246.0
Piauí,2º trimestre 2018,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",192.0
Piauí,2º trimestre 2018,Trabalhador doméstico,88.0
Piauí,2º trimestre 2018,Trabalhador doméstico - com carteira de trabalho assinada,9.0
Piauí,2º trimestre 2018,Trabalhador doméstico - sem carteira de trabalho assinada,79.0
Piauí,2º trimestre 2018,Empregado no setor público,197.0
Piauí,2º trimestre 2018,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",13.0
Piauí,2º trimestre 2018,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",60.0
Piauí,2º trimestre 2018,Empregado no setor público - militar e funcionário público estatutário,124.0
Piauí,2º trimestre 2018,Empregador,54.0
Piauí,2º trimestre 2018,Conta própria,375.0
Piauí,2º trimestre 2018,Trabalhador familiar auxiliar,85.0
Piauí,3º trimestre 2018,"Empregado no setor privado, exclusive trabalhador doméstico",453.0
Piauí,3º trimestre 2018,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",246.0
Piauí,3º trimestre 2018,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",208.0
Piauí,3º trimestre 2018,Trabalhador doméstico,79.0
Piauí,3º trimestre 2018,Trabalhador doméstico - com carteira de trabalho assinada,7.0
Piauí,3º trimestre 2018,Trabalhador doméstico - sem carteira de trabalho assinada,72.0
Piauí,3º trimestre 2018,Empregado no setor público,200.0
Piauí,3º trimestre 2018,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",15.0
Piauí,3º trimestre 2018,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",71.0
Piauí,3º trimestre 2018,Empregado no setor público - militar e funcionário público estatutário,114.0
Piauí,3º trimestre 2018,Empregador,57.0
Piauí,3º trimestre 2018,Conta própria,398.0
Piauí,3º trimestre 2018,Trabalhador familiar auxiliar,85.0
Piauí,4º trimestre 2018,"Empregado no setor privado, exclusive trabalhador doméstico",483.0
Piauí,4º trimestre 2018,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",253.0
Piauí,4º trimestre 2018,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",230.0
Piauí,4º trimestre 2018,Trabalhador doméstico,78.0
Piauí,4º trimestre 2018,Trabalhador doméstico - com carteira de trabalho assinada,9.0
Piauí,4º trimestre 2018,Trabalhador doméstico - sem carteira de trabalho assinada,70.0
Piauí,4º trimestre 2018,Empregado no setor público,196.0
Piauí,4º trimestre 2018,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",15.0
Piauí,4º trimestre 2018,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",68.0
Piauí,4º trimestre 2018,Empregado no setor público - militar e funcionário público estatutário,113.0
Piauí,4º trimestre 2018,Empregador,56.0
Piauí,4º trimestre 2018,Conta própria,389.0
Piauí,4º trimestre 2018,Trabalhador familiar auxiliar,77.0
Piauí,1º trimestre 2019,"Empregado no setor privado, exclusive trabalhador doméstico",455.0
Piauí,1º trimestre 2019,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",238.0
Piauí,1º trimestre 2019,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",218.0
Piauí,1º trimestre 2019,Trabalhador doméstico,76.0
Piauí,1º trimestre 2019,Trabalhador doméstico - com carteira de trabalho assinada,7.0
Piauí,1º trimestre 2019,Trabalhador doméstico - sem carteira de trabalho assinada,69.0
Piauí,1º trimestre 2019,Empregado no setor público,200.0
Piauí,1º trimestre 2019,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",11.0
Piauí,1º trimestre 2019,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",67.0
Piauí,1º trimestre 2019,Empregado no setor público - militar e funcionário público estatutário,121.0
Piauí,1º trimestre 2019,Empregador,56.0
Piauí,1º trimestre 2019,Conta própria,391.0
Piauí,1º trimestre 2019,Trabalhador familiar auxiliar,86.0
Piauí,2º trimestre 2019,"Empregado no setor privado, exclusive trabalhador doméstico",446.0
Piauí,2º trimestre 2019,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",232.0
Piauí,2º trimestre 2019,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",214.0
Piauí,2º trimestre 2019,Trabalhador doméstico,86.0
Piauí,2º trimestre 2019,Trabalhador doméstico - com carteira de trabalho assinada,10.0
Piauí,2º trimestre 2019,Trabalhador doméstico - sem carteira de trabalho assinada,77.0
Piauí,2º trimestre 2019,Empregado no setor público,218.0
Piauí,2º trimestre 2019,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",16.0
Piauí,2º trimestre 2019,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",86.0
Piauí,2º trimestre 2019,Empregado no setor público - militar e funcionário público estatutário,115.0
Piauí,2º trimestre 2019,Empregador,52.0
Piauí,2º trimestre 2019,Conta própria,396.0
Piauí,2º trimestre 2019,Trabalhador familiar auxiliar,78.0
Piauí,3º trimestre 2019,"Empregado no setor privado, exclusive trabalhador doméstico",482.0
Piauí,3º trimestre 2019,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",243.0
Piauí,3º trimestre 2019,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",240.0
Piauí,3º trimestre 2019,Trabalhador doméstico,91.0
Piauí,3º trimestre 2019,Trabalhador doméstico - com carteira de trabalho assinada,12.0
Piauí,3º trimestre 2019,Trabalhador doméstico - sem carteira de trabalho assinada,79.0
Piauí,3º trimestre 2019,Empregado no setor público,211.0
Piauí,3º trimestre 2019,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",12.0
Piauí,3º trimestre 2019,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",74.0
Piauí,3º trimestre 2019,Empregado no setor público - militar e funcionário público estatutário,124.0
Piauí,3º trimestre 2019,Empregador,50.0
Piauí,3º trimestre 2019,Conta própria,409.0
Piauí,3º trimestre 2019,Trabalhador familiar auxiliar,96.0
Piauí,4º trimestre 2019,"Empregado no setor privado, exclusive trabalhador doméstico",459.0
Piauí,4º trimestre 2019,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",241.0
Piauí,4º trimestre 2019,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",217.0
Piauí,4º trimestre 2019,Trabalhador doméstico,96.0
Piauí,4º trimestre 2019,Trabalhador doméstico - com carteira de trabalho assinada,13.0
Piauí,4º trimestre 2019,Trabalhador doméstico - sem carteira de trabalho assinada,83.0
Piauí,4º trimestre 2019,Empregado no setor público,206.0
Piauí,4º trimestre 2019,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",8.0
Piauí,4º trimestre 2019,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",75.0
Piauí,4º trimestre 2019,Empregado no setor público - militar e funcionário público estatutário,123.0
Piauí,4º trimestre 2019,Empregador,45.0
Piauí,4º trimestre 2019,Conta própria,406.0
Piauí,4º trimestre 2019,Trabalhador familiar auxiliar,91.0
Piauí,1º trimestre 2020,"Empregado no setor privado, exclusive trabalhador doméstico",425.0
Piauí,1º trimestre 2020,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",228.0
Piauí,1º trimestre 2020,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",197.0
Piauí,1º trimestre 2020,Trabalhador doméstico,90.0
Piauí,1º trimestre 2020,Trabalhador doméstico - com carteira de trabalho assinada,14.0
Piauí,1º trimestre 2020,Trabalhador doméstico - sem carteira de trabalho assinada,76.0
Piauí,1º trimestre 2020,Empregado no setor público,184.0
Piauí,1º trimestre 2020,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",8.0
Piauí,1º trimestre 2020,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",60.0
Piauí,1º trimestre 2020,Empregado no setor público - militar e funcionário público estatutário,116.0
Piauí,1º trimestre 2020,Empregador,48.0
Piauí,1º trimestre 2020,Conta própria,391.0
