municipio,posição de ocupação,trimestre,quantidade de posição de ocupação
Teresina (PI),Empregador,3º trimestre 2014,22.0
Teresina (PI),Empregador,4º trimestre 2014,22.0
Teresina (PI),Empregador,1º trimestre 2015,18.0
Teresina (PI),Empregador,2º trimestre 2015,20.0
Teresina (PI),Empregador,3º trimestre 2015,20.0
Teresina (PI),Empregador,4º trimestre 2015,21.0
Teresina (PI),Empregador,1º trimestre 2016,22.0
Teresina (PI),Empregador,2º trimestre 2016,22.0
Teresina (PI),Empregador,3º trimestre 2016,22.0
Teresina (PI),Empregador,4º trimestre 2016,18.0
Teresina (PI),Empregador,1º trimestre 2017,22.0
Teresina (PI),Empregador,2º trimestre 2017,19.0
Teresina (PI),Empregador,3º trimestre 2017,22.0
Teresina (PI),Empregador,4º trimestre 2017,21.0
Teresina (PI),Empregador,1º trimestre 2018,17.0
Teresina (PI),Empregador,2º trimestre 2018,19.0
Teresina (PI),Empregador,3º trimestre 2018,16.0
Teresina (PI),Empregador,4º trimestre 2018,18.0
Teresina (PI),Empregador,1º trimestre 2019,16.0
Teresina (PI),Empregador,2º trimestre 2019,19.0
Teresina (PI),Empregador,3º trimestre 2019,15.0
Teresina (PI),Empregador,4º trimestre 2019,15.0
Teresina (PI),Empregador,1º trimestre 2020,20.0
Teresina (PI),Empregador,2º trimestre 2020,0.0
Teresina (PI),Empregador,3º trimestre 2020,0.0
Teresina (PI),Empregador,4º trimestre 2020,0.0
Teresina (PI),Empregador,1º trimestre 2021,0.0
Teresina (PI),Empregador,2º trimestre 2021,0.0
Teresina (PI),Empregador,3º trimestre 2021,0.0
Teresina (PI),Empregador,4º trimestre 2021,0.0
Teresina (PI),Empregador,1º trimestre 2022,0.0
Teresina (PI),Empregador,2º trimestre 2022,16.0
Teresina (PI),Empregador,3º trimestre 2022,29.0
Teresina (PI),Empregador,4º trimestre 2022,28.0
Teresina (PI),Empregador,1º trimestre 2023,23.0
Teresina (PI),Empregador,2º trimestre 2023,24.0
Teresina (PI),Empregador,3º trimestre 2023,22.0
Teresina (PI),Empregador,4º trimestre 2023,20.0
Teresina (PI),Empregador,1º trimestre 2024,24.0
Teresina (PI),Empregador,2º trimestre 2024,27.0
Teresina (PI),Empregador,3º trimestre 2024,26.0
Teresina (PI),Empregador,4º trimestre 2024,26.0
Teresina (PI),Conta própria,1º trimestre 2012,76.0
Teresina (PI),Conta própria,2º trimestre 2012,77.0
Teresina (PI),Conta própria,3º trimestre 2012,77.0
Teresina (PI),Conta própria,4º trimestre 2012,78.0
Teresina (PI),Conta própria,1º trimestre 2013,80.0
Teresina (PI),Conta própria,2º trimestre 2013,82.0
Teresina (PI),Conta própria,3º trimestre 2013,72.0
Teresina (PI),Conta própria,4º trimestre 2013,77.0
Teresina (PI),Conta própria,1º trimestre 2014,78.0
Teresina (PI),Conta própria,2º trimestre 2014,81.0
Teresina (PI),Conta própria,3º trimestre 2014,78.0
Teresina (PI),Conta própria,4º trimestre 2014,87.0
Teresina (PI),Conta própria,1º trimestre 2015,84.0
Teresina (PI),Conta própria,2º trimestre 2015,78.0
Teresina (PI),Conta própria,3º trimestre 2015,72.0
Teresina (PI),Conta própria,4º trimestre 2015,80.0
Teresina (PI),Conta própria,1º trimestre 2016,78.0
Teresina (PI),Conta própria,2º trimestre 2016,91.0
Teresina (PI),Conta própria,3º trimestre 2016,90.0
Teresina (PI),Conta própria,4º trimestre 2016,97.0
Teresina (PI),Conta própria,1º trimestre 2017,84.0
Teresina (PI),Conta própria,2º trimestre 2017,100.0
Teresina (PI),Conta própria,3º trimestre 2017,102.0
Teresina (PI),Conta própria,4º trimestre 2017,105.0
Teresina (PI),Conta própria,1º trimestre 2018,105.0
Teresina (PI),Conta própria,2º trimestre 2018,97.0
Teresina (PI),Conta própria,3º trimestre 2018,105.0
Teresina (PI),Conta própria,4º trimestre 2018,105.0
Teresina (PI),Conta própria,1º trimestre 2019,100.0
Teresina (PI),Conta própria,2º trimestre 2019,104.0
Teresina (PI),Conta própria,3º trimestre 2019,114.0
Teresina (PI),Conta própria,4º trimestre 2019,100.0
Teresina (PI),Conta própria,1º trimestre 2020,95.0
Teresina (PI),Conta própria,2º trimestre 2020,0.0
Teresina (PI),Conta própria,3º trimestre 2020,0.0
Teresina (PI),Conta própria,4º trimestre 2020,0.0
Teresina (PI),Conta própria,1º trimestre 2021,0.0
Teresina (PI),Conta própria,2º trimestre 2021,0.0
Teresina (PI),Conta própria,3º trimestre 2021,0.0
Teresina (PI),Conta própria,4º trimestre 2021,0.0
Teresina (PI),Conta própria,1º trimestre 2022,0.0
Teresina (PI),Conta própria,2º trimestre 2022,107.0
Teresina (PI),Conta própria,3º trimestre 2022,96.0
Teresina (PI),Conta própria,4º trimestre 2022,98.0
Teresina (PI),Conta própria,1º trimestre 2023,112.0
Teresina (PI),Conta própria,2º trimestre 2023,112.0
Teresina (PI),Conta própria,3º trimestre 2023,103.0
Teresina (PI),Conta própria,4º trimestre 2023,108.0
Teresina (PI),Conta própria,1º trimestre 2024,98.0
Teresina (PI),Conta própria,2º trimestre 2024,101.0
Teresina (PI),Conta própria,3º trimestre 2024,98.0
Teresina (PI),Conta própria,4º trimestre 2024,101.0
Teresina (PI),Trabalhador familiar auxiliar,1º trimestre 2012,5.0
Teresina (PI),Trabalhador familiar auxiliar,2º trimestre 2012,1.0
Teresina (PI),Trabalhador familiar auxiliar,3º trimestre 2012,4.0
Teresina (PI),Trabalhador familiar auxiliar,4º trimestre 2012,6.0
Teresina (PI),Trabalhador familiar auxiliar,1º trimestre 2013,5.0
Teresina (PI),Trabalhador familiar auxiliar,2º trimestre 2013,6.0
Teresina (PI),Trabalhador familiar auxiliar,3º trimestre 2013,5.0
Teresina (PI),Trabalhador familiar auxiliar,4º trimestre 2013,8.0
Teresina (PI),Trabalhador familiar auxiliar,1º trimestre 2014,9.0
Teresina (PI),Trabalhador familiar auxiliar,2º trimestre 2014,9.0
Teresina (PI),Trabalhador familiar auxiliar,3º trimestre 2014,5.0
Teresina (PI),Trabalhador familiar auxiliar,4º trimestre 2014,5.0
Teresina (PI),Trabalhador familiar auxiliar,1º trimestre 2015,5.0
Teresina (PI),Trabalhador familiar auxiliar,2º trimestre 2015,4.0
Teresina (PI),Trabalhador familiar auxiliar,3º trimestre 2015,4.0
Teresina (PI),Trabalhador familiar auxiliar,4º trimestre 2015,3.0
Teresina (PI),Trabalhador familiar auxiliar,1º trimestre 2016,4.0
Teresina (PI),Trabalhador familiar auxiliar,2º trimestre 2016,4.0
Teresina (PI),Trabalhador familiar auxiliar,3º trimestre 2016,7.0
Teresina (PI),Trabalhador familiar auxiliar,4º trimestre 2016,6.0
Teresina (PI),Trabalhador familiar auxiliar,1º trimestre 2017,5.0
Teresina (PI),Trabalhador familiar auxiliar,2º trimestre 2017,6.0
Teresina (PI),Trabalhador familiar auxiliar,3º trimestre 2017,5.0
Teresina (PI),Trabalhador familiar auxiliar,4º trimestre 2017,5.0
Teresina (PI),Trabalhador familiar auxiliar,1º trimestre 2018,6.0
Teresina (PI),Trabalhador familiar auxiliar,2º trimestre 2018,7.0
Teresina (PI),Trabalhador familiar auxiliar,3º trimestre 2018,3.0
Teresina (PI),Trabalhador familiar auxiliar,4º trimestre 2018,4.0
Teresina (PI),Trabalhador familiar auxiliar,1º trimestre 2019,3.0
Teresina (PI),Trabalhador familiar auxiliar,2º trimestre 2019,5.0
Teresina (PI),Trabalhador familiar auxiliar,3º trimestre 2019,9.0
Teresina (PI),Trabalhador familiar auxiliar,4º trimestre 2019,9.0
Teresina (PI),Trabalhador familiar auxiliar,1º trimestre 2020,19.0
Teresina (PI),Trabalhador familiar auxiliar,2º trimestre 2020,0.0
Teresina (PI),Trabalhador familiar auxiliar,3º trimestre 2020,0.0
Teresina (PI),Trabalhador familiar auxiliar,4º trimestre 2020,0.0
Teresina (PI),Trabalhador familiar auxiliar,1º trimestre 2021,0.0
Teresina (PI),Trabalhador familiar auxiliar,2º trimestre 2021,0.0
Teresina (PI),Trabalhador familiar auxiliar,3º trimestre 2021,0.0
Teresina (PI),Trabalhador familiar auxiliar,4º trimestre 2021,0.0
Teresina (PI),Trabalhador familiar auxiliar,1º trimestre 2022,0.0
Teresina (PI),Trabalhador familiar auxiliar,2º trimestre 2022,9.0
Teresina (PI),Trabalhador familiar auxiliar,3º trimestre 2022,7.0
Teresina (PI),Trabalhador familiar auxiliar,4º trimestre 2022,3.0
Teresina (PI),Trabalhador familiar auxiliar,1º trimestre 2023,6.0
Teresina (PI),Trabalhador familiar auxiliar,2º trimestre 2023,5.0
Teresina (PI),Trabalhador familiar auxiliar,3º trimestre 2023,5.0
Teresina (PI),Trabalhador familiar auxiliar,4º trimestre 2023,7.0
Teresina (PI),Trabalhador familiar auxiliar,1º trimestre 2024,2.0
Teresina (PI),Trabalhador familiar auxiliar,2º trimestre 2024,6.0
Teresina (PI),Trabalhador familiar auxiliar,3º trimestre 2024,2.0
Teresina (PI),Trabalhador familiar auxiliar,4º trimestre 2024,3.0
Fortaleza (CE),Empregado,1º trimestre 2012,853.0
Fortaleza (CE),Empregado,2º trimestre 2012,889.0
Fortaleza (CE),Empregado,3º trimestre 2012,857.0
Fortaleza (CE),Empregado,4º trimestre 2012,893.0
Fortaleza (CE),Empregado,1º trimestre 2013,890.0
Fortaleza (CE),Empregado,2º trimestre 2013,881.0
Fortaleza (CE),Empregado,3º trimestre 2013,882.0
Fortaleza (CE),Empregado,4º trimestre 2013,878.0
Fortaleza (CE),Empregado,1º trimestre 2014,840.0
Fortaleza (CE),Empregado,2º trimestre 2014,867.0
Fortaleza (CE),Empregado,3º trimestre 2014,875.0
Fortaleza (CE),Empregado,4º trimestre 2014,864.0
Fortaleza (CE),Empregado,1º trimestre 2015,857.0
Fortaleza (CE),Empregado,2º trimestre 2015,857.0
Fortaleza (CE),Empregado,3º trimestre 2015,881.0
Fortaleza (CE),Empregado,4º trimestre 2015,815.0
Fortaleza (CE),Empregado,1º trimestre 2016,796.0
Fortaleza (CE),Empregado,2º trimestre 2016,845.0
Fortaleza (CE),Empregado,3º trimestre 2016,821.0
Fortaleza (CE),Empregado,4º trimestre 2016,849.0
Fortaleza (CE),Empregado,1º trimestre 2017,828.0
Fortaleza (CE),Empregado,2º trimestre 2017,821.0
Fortaleza (CE),Empregado,3º trimestre 2017,837.0
Fortaleza (CE),Empregado,4º trimestre 2017,870.0
Fortaleza (CE),Empregado,1º trimestre 2018,844.0
Fortaleza (CE),Empregado,2º trimestre 2018,874.0
Fortaleza (CE),Empregado,3º trimestre 2018,862.0
Fortaleza (CE),Empregado,4º trimestre 2018,851.0
Fortaleza (CE),Empregado,1º trimestre 2019,848.0
Fortaleza (CE),Empregado,2º trimestre 2019,854.0
Fortaleza (CE),Empregado,3º trimestre 2019,881.0
Fortaleza (CE),Empregado,4º trimestre 2019,900.0
Fortaleza (CE),Empregado,1º trimestre 2020,844.0
Fortaleza (CE),Empregado,2º trimestre 2020,0.0
Fortaleza (CE),Empregado,3º trimestre 2020,0.0
Fortaleza (CE),Empregado,4º trimestre 2020,0.0
Fortaleza (CE),Empregado,1º trimestre 2021,0.0
Fortaleza (CE),Empregado,2º trimestre 2021,0.0
Fortaleza (CE),Empregado,3º trimestre 2021,0.0
Fortaleza (CE),Empregado,4º trimestre 2021,0.0
Fortaleza (CE),Empregado,1º trimestre 2022,0.0
Fortaleza (CE),Empregado,2º trimestre 2022,855.0
Fortaleza (CE),Empregado,3º trimestre 2022,835.0
Fortaleza (CE),Empregado,4º trimestre 2022,842.0
Fortaleza (CE),Empregado,1º trimestre 2023,833.0
Fortaleza (CE),Empregado,2º trimestre 2023,843.0
Fortaleza (CE),Empregado,3º trimestre 2023,828.0
Fortaleza (CE),Empregado,4º trimestre 2023,851.0
Fortaleza (CE),Empregado,1º trimestre 2024,793.0
Fortaleza (CE),Empregado,2º trimestre 2024,792.0
Fortaleza (CE),Empregado,3º trimestre 2024,813.0
Fortaleza (CE),Empregado,4º trimestre 2024,823.0
Fortaleza (CE),Empregador,1º trimestre 2012,47.0
Fortaleza (CE),Empregador,2º trimestre 2012,49.0
Fortaleza (CE),Empregador,3º trimestre 2012,47.0
Fortaleza (CE),Empregador,4º trimestre 2012,48.0
Fortaleza (CE),Empregador,1º trimestre 2013,47.0
Fortaleza (CE),Empregador,2º trimestre 2013,48.0
Fortaleza (CE),Empregador,3º trimestre 2013,51.0
Fortaleza (CE),Empregador,4º trimestre 2013,47.0
Fortaleza (CE),Empregador,1º trimestre 2014,56.0
Fortaleza (CE),Empregador,2º trimestre 2014,60.0
Fortaleza (CE),Empregador,3º trimestre 2014,60.0
Fortaleza (CE),Empregador,4º trimestre 2014,64.0
Fortaleza (CE),Empregador,1º trimestre 2015,54.0
Fortaleza (CE),Empregador,2º trimestre 2015,53.0
Fortaleza (CE),Empregador,3º trimestre 2015,47.0
Fortaleza (CE),Empregador,4º trimestre 2015,51.0
Fortaleza (CE),Empregador,1º trimestre 2016,51.0
Fortaleza (CE),Empregador,2º trimestre 2016,42.0
Fortaleza (CE),Empregador,3º trimestre 2016,42.0
Fortaleza (CE),Empregador,4º trimestre 2016,47.0
Fortaleza (CE),Empregador,1º trimestre 2017,46.0
Fortaleza (CE),Empregador,2º trimestre 2017,54.0
Fortaleza (CE),Empregador,3º trimestre 2017,49.0
Fortaleza (CE),Empregador,4º trimestre 2017,52.0
Fortaleza (CE),Empregador,1º trimestre 2018,47.0
Fortaleza (CE),Empregador,2º trimestre 2018,49.0
Fortaleza (CE),Empregador,3º trimestre 2018,53.0
Fortaleza (CE),Empregador,4º trimestre 2018,52.0
Fortaleza (CE),Empregador,1º trimestre 2019,60.0
Fortaleza (CE),Empregador,2º trimestre 2019,57.0
Fortaleza (CE),Empregador,3º trimestre 2019,51.0
Fortaleza (CE),Empregador,4º trimestre 2019,57.0
Fortaleza (CE),Empregador,1º trimestre 2020,52.0
Fortaleza (CE),Empregador,2º trimestre 2020,0.0
Fortaleza (CE),Empregador,3º trimestre 2020,0.0
Fortaleza (CE),Empregador,4º trimestre 2020,0.0
Fortaleza (CE),Empregador,1º trimestre 2021,0.0
Fortaleza (CE),Empregador,2º trimestre 2021,0.0
Fortaleza (CE),Empregador,3º trimestre 2021,0.0
Fortaleza (CE),Empregador,4º trimestre 2021,0.0
Fortaleza (CE),Empregador,1º trimestre 2022,0.0
Fortaleza (CE),Empregador,2º trimestre 2022,43.0
Fortaleza (CE),Empregador,3º trimestre 2022,48.0
Fortaleza (CE),Empregador,4º trimestre 2022,49.0
Fortaleza (CE),Empregador,1º trimestre 2023,38.0
Fortaleza (CE),Empregador,2º trimestre 2023,38.0
Fortaleza (CE),Empregador,3º trimestre 2023,39.0
Fortaleza (CE),Empregador,4º trimestre 2023,32.0
Fortaleza (CE),Empregador,1º trimestre 2024,35.0
Fortaleza (CE),Empregador,2º trimestre 2024,34.0
Fortaleza (CE),Empregador,3º trimestre 2024,35.0
Fortaleza (CE),Empregador,4º trimestre 2024,32.0
Fortaleza (CE),Conta própria,1º trimestre 2012,259.0
Fortaleza (CE),Conta própria,2º trimestre 2012,239.0
Fortaleza (CE),Conta própria,3º trimestre 2012,235.0
Fortaleza (CE),Conta própria,4º trimestre 2012,237.0
Fortaleza (CE),Conta própria,1º trimestre 2013,231.0
Fortaleza (CE),Conta própria,2º trimestre 2013,254.0
Fortaleza (CE),Conta própria,3º trimestre 2013,257.0
Fortaleza (CE),Conta própria,4º trimestre 2013,261.0
Fortaleza (CE),Conta própria,1º trimestre 2014,273.0
Fortaleza (CE),Conta própria,2º trimestre 2014,273.0
Fortaleza (CE),Conta própria,3º trimestre 2014,256.0
Fortaleza (CE),Conta própria,4º trimestre 2014,267.0
Fortaleza (CE),Conta própria,1º trimestre 2015,260.0
Fortaleza (CE),Conta própria,2º trimestre 2015,264.0
Fortaleza (CE),Conta própria,3º trimestre 2015,252.0
Fortaleza (CE),Conta própria,4º trimestre 2015,299.0
Fortaleza (CE),Conta própria,1º trimestre 2016,298.0
Fortaleza (CE),Conta própria,2º trimestre 2016,297.0
Fortaleza (CE),Conta própria,3º trimestre 2016,294.0
Fortaleza (CE),Conta própria,4º trimestre 2016,300.0
Fortaleza (CE),Conta própria,1º trimestre 2017,292.0
Fortaleza (CE),Conta própria,2º trimestre 2017,306.0
Fortaleza (CE),Conta própria,3º trimestre 2017,324.0
Fortaleza (CE),Conta própria,4º trimestre 2017,351.0
Fortaleza (CE),Conta própria,1º trimestre 2018,334.0
Fortaleza (CE),Conta própria,2º trimestre 2018,316.0
Fortaleza (CE),Conta própria,3º trimestre 2018,352.0
Fortaleza (CE),Conta própria,4º trimestre 2018,348.0
Fortaleza (CE),Conta própria,1º trimestre 2019,344.0
Fortaleza (CE),Conta própria,2º trimestre 2019,360.0
Fortaleza (CE),Conta própria,3º trimestre 2019,330.0
Fortaleza (CE),Conta própria,4º trimestre 2019,342.0
Fortaleza (CE),Conta própria,1º trimestre 2020,359.0
Fortaleza (CE),Conta própria,2º trimestre 2020,0.0
Fortaleza (CE),Conta própria,3º trimestre 2020,0.0
Fortaleza (CE),Conta própria,4º trimestre 2020,0.0
Fortaleza (CE),Conta própria,1º trimestre 2021,0.0
Fortaleza (CE),Conta própria,2º trimestre 2021,0.0
Fortaleza (CE),Conta própria,3º trimestre 2021,0.0
Fortaleza (CE),Conta própria,4º trimestre 2021,0.0
Fortaleza (CE),Conta própria,1º trimestre 2022,0.0
Fortaleza (CE),Conta própria,2º trimestre 2022,364.0
Fortaleza (CE),Conta própria,3º trimestre 2022,387.0
Fortaleza (CE),Conta própria,4º trimestre 2022,394.0
Fortaleza (CE),Conta própria,1º trimestre 2023,370.0
Fortaleza (CE),Conta própria,2º trimestre 2023,360.0
Fortaleza (CE),Conta própria,3º trimestre 2023,354.0
Fortaleza (CE),Conta própria,4º trimestre 2023,350.0
Fortaleza (CE),Conta própria,1º trimestre 2024,352.0
Fortaleza (CE),Conta própria,2º trimestre 2024,364.0
Fortaleza (CE),Conta própria,3º trimestre 2024,341.0
Fortaleza (CE),Conta própria,4º trimestre 2024,366.0
Fortaleza (CE),Trabalhador familiar auxiliar,1º trimestre 2012,8.0
Fortaleza (CE),Trabalhador familiar auxiliar,2º trimestre 2012,6.0
Fortaleza (CE),Trabalhador familiar auxiliar,3º trimestre 2012,7.0
Fortaleza (CE),Trabalhador familiar auxiliar,4º trimestre 2012,5.0
Fortaleza (CE),Trabalhador familiar auxiliar,1º trimestre 2013,9.0
Fortaleza (CE),Trabalhador familiar auxiliar,2º trimestre 2013,18.0
Fortaleza (CE),Trabalhador familiar auxiliar,3º trimestre 2013,13.0
Fortaleza (CE),Trabalhador familiar auxiliar,4º trimestre 2013,18.0
Fortaleza (CE),Trabalhador familiar auxiliar,1º trimestre 2014,17.0
Fortaleza (CE),Trabalhador familiar auxiliar,2º trimestre 2014,11.0
Fortaleza (CE),Trabalhador familiar auxiliar,3º trimestre 2014,15.0
Fortaleza (CE),Trabalhador familiar auxiliar,4º trimestre 2014,9.0
Fortaleza (CE),Trabalhador familiar auxiliar,1º trimestre 2015,13.0
Fortaleza (CE),Trabalhador familiar auxiliar,2º trimestre 2015,11.0
Fortaleza (CE),Trabalhador familiar auxiliar,3º trimestre 2015,8.0
Fortaleza (CE),Trabalhador familiar auxiliar,4º trimestre 2015,14.0
Fortaleza (CE),Trabalhador familiar auxiliar,1º trimestre 2016,6.0
Fortaleza (CE),Trabalhador familiar auxiliar,2º trimestre 2016,5.0
Fortaleza (CE),Trabalhador familiar auxiliar,3º trimestre 2016,4.0
Fortaleza (CE),Trabalhador familiar auxiliar,4º trimestre 2016,6.0
Fortaleza (CE),Trabalhador familiar auxiliar,1º trimestre 2017,7.0
Fortaleza (CE),Trabalhador familiar auxiliar,2º trimestre 2017,14.0
Fortaleza (CE),Trabalhador familiar auxiliar,3º trimestre 2017,18.0
Fortaleza (CE),Trabalhador familiar auxiliar,4º trimestre 2017,14.0
Fortaleza (CE),Trabalhador familiar auxiliar,1º trimestre 2018,12.0
Fortaleza (CE),Trabalhador familiar auxiliar,2º trimestre 2018,16.0
Fortaleza (CE),Trabalhador familiar auxiliar,3º trimestre 2018,11.0
Fortaleza (CE),Trabalhador familiar auxiliar,4º trimestre 2018,8.0
Fortaleza (CE),Trabalhador familiar auxiliar,1º trimestre 2019,12.0
Fortaleza (CE),Trabalhador familiar auxiliar,2º trimestre 2019,16.0
Fortaleza (CE),Trabalhador familiar auxiliar,3º trimestre 2019,14.0
Fortaleza (CE),Trabalhador familiar auxiliar,4º trimestre 2019,12.0
Fortaleza (CE),Trabalhador familiar auxiliar,1º trimestre 2020,18.0
Fortaleza (CE),Trabalhador familiar auxiliar,2º trimestre 2020,0.0
Fortaleza (CE),Trabalhador familiar auxiliar,3º trimestre 2020,0.0
Fortaleza (CE),Trabalhador familiar auxiliar,4º trimestre 2020,0.0
Fortaleza (CE),Trabalhador familiar auxiliar,1º trimestre 2021,0.0
Fortaleza (CE),Trabalhador familiar auxiliar,2º trimestre 2021,0.0
Fortaleza (CE),Trabalhador familiar auxiliar,3º trimestre 2021,0.0
Fortaleza (CE),Trabalhador familiar auxiliar,4º trimestre 2021,0.0
Fortaleza (CE),Trabalhador familiar auxiliar,1º trimestre 2022,0.0
Fortaleza (CE),Trabalhador familiar auxiliar,2º trimestre 2022,9.0
Fortaleza (CE),Trabalhador familiar auxiliar,3º trimestre 2022,10.0
Fortaleza (CE),Trabalhador familiar auxiliar,4º trimestre 2022,9.0
Fortaleza (CE),Trabalhador familiar auxiliar,1º trimestre 2023,9.0
Fortaleza (CE),Trabalhador familiar auxiliar,2º trimestre 2023,9.0
Fortaleza (CE),Trabalhador familiar auxiliar,3º trimestre 2023,11.0
Fortaleza (CE),Trabalhador familiar auxiliar,4º trimestre 2023,7.0
