municipio,trimestre,Condição de ocupação,quantidade de condição de ocupação
Fortaleza (CE),2º trimestre 2014,Força de trabalho - desocupada,100
Fortaleza (CE),2º trimestre 2014,Fora da força de trabalho,764
Fortaleza (CE),3º trimestre 2014,Força de trabalho,1297
Fortaleza (CE),3º trimestre 2014,Força de trabalho - ocupada,1206
Fortaleza (CE),3º trimestre 2014,Força de trabalho - desocupada,92
Fortaleza (CE),3º trimestre 2014,Fora da força de trabalho,784
Fortaleza (CE),4º trimestre 2014,Força de trabalho,1276
Fortaleza (CE),4º trimestre 2014,Força de trabalho - ocupada,1203
Fortaleza (CE),4º trimestre 2014,Força de trabalho - desocupada,73
Fortaleza (CE),4º trimestre 2014,Fora da força de trabalho,798
Fortaleza (CE),1º trimestre 2015,Força de trabalho,1279
Fortaleza (CE),1º trimestre 2015,Força de trabalho - ocupada,1184
Fortaleza (CE),1º trimestre 2015,Força de trabalho - desocupada,95
Fortaleza (CE),1º trimestre 2015,Fora da força de trabalho,791
Fortaleza (CE),2º trimestre 2015,Força de trabalho,1301
Fortaleza (CE),2º trimestre 2015,Força de trabalho - ocupada,1185
Fortaleza (CE),2º trimestre 2015,Força de trabalho - desocupada,116
Fortaleza (CE),2º trimestre 2015,Fora da força de trabalho,777
Fortaleza (CE),3º trimestre 2015,Força de trabalho,1316
Fortaleza (CE),3º trimestre 2015,Força de trabalho - ocupada,1189
Fortaleza (CE),3º trimestre 2015,Força de trabalho - desocupada,128
Fortaleza (CE),3º trimestre 2015,Fora da força de trabalho,757
Fortaleza (CE),4º trimestre 2015,Força de trabalho,1278
Fortaleza (CE),4º trimestre 2015,Força de trabalho - ocupada,1179
Fortaleza (CE),4º trimestre 2015,Força de trabalho - desocupada,100
Fortaleza (CE),4º trimestre 2015,Fora da força de trabalho,795
Fortaleza (CE),1º trimestre 2016,Força de trabalho,1293
Fortaleza (CE),1º trimestre 2016,Força de trabalho - ocupada,1151
Fortaleza (CE),1º trimestre 2016,Força de trabalho - desocupada,142
Fortaleza (CE),1º trimestre 2016,Fora da força de trabalho,801
Fortaleza (CE),2º trimestre 2016,Força de trabalho,1342
Fortaleza (CE),2º trimestre 2016,Força de trabalho - ocupada,1189
Fortaleza (CE),2º trimestre 2016,Força de trabalho - desocupada,153
Fortaleza (CE),2º trimestre 2016,Fora da força de trabalho,754
Fortaleza (CE),3º trimestre 2016,Força de trabalho,1336
Fortaleza (CE),3º trimestre 2016,Força de trabalho - ocupada,1161
Fortaleza (CE),3º trimestre 2016,Força de trabalho - desocupada,176
Fortaleza (CE),3º trimestre 2016,Fora da força de trabalho,769
Fortaleza (CE),4º trimestre 2016,Força de trabalho,1352
Fortaleza (CE),4º trimestre 2016,Força de trabalho - ocupada,1202
Fortaleza (CE),4º trimestre 2016,Força de trabalho - desocupada,150
Fortaleza (CE),4º trimestre 2016,Fora da força de trabalho,755
Fortaleza (CE),1º trimestre 2017,Força de trabalho,1349
Fortaleza (CE),1º trimestre 2017,Força de trabalho - ocupada,1172
Fortaleza (CE),1º trimestre 2017,Força de trabalho - desocupada,177
Fortaleza (CE),1º trimestre 2017,Fora da força de trabalho,767
Fortaleza (CE),2º trimestre 2017,Força de trabalho,1368
Fortaleza (CE),2º trimestre 2017,Força de trabalho - ocupada,1195
Fortaleza (CE),2º trimestre 2017,Força de trabalho - desocupada,173
Fortaleza (CE),2º trimestre 2017,Fora da força de trabalho,757
Fortaleza (CE),3º trimestre 2017,Força de trabalho,1382
Fortaleza (CE),3º trimestre 2017,Força de trabalho - ocupada,1228
Fortaleza (CE),3º trimestre 2017,Força de trabalho - desocupada,155
Fortaleza (CE),3º trimestre 2017,Fora da força de trabalho,755
Fortaleza (CE),4º trimestre 2017,Força de trabalho,1426
Fortaleza (CE),4º trimestre 2017,Força de trabalho - ocupada,1286
Fortaleza (CE),4º trimestre 2017,Força de trabalho - desocupada,140
Fortaleza (CE),4º trimestre 2017,Fora da força de trabalho,710
Fortaleza (CE),1º trimestre 2018,Força de trabalho,1410
Fortaleza (CE),1º trimestre 2018,Força de trabalho - ocupada,1238
Fortaleza (CE),1º trimestre 2018,Força de trabalho - desocupada,172
Fortaleza (CE),1º trimestre 2018,Fora da força de trabalho,722
Fortaleza (CE),2º trimestre 2018,Força de trabalho,1408
Fortaleza (CE),2º trimestre 2018,Força de trabalho - ocupada,1255
Fortaleza (CE),2º trimestre 2018,Força de trabalho - desocupada,153
Fortaleza (CE),2º trimestre 2018,Fora da força de trabalho,750
Fortaleza (CE),3º trimestre 2018,Força de trabalho,1421
Fortaleza (CE),3º trimestre 2018,Força de trabalho - ocupada,1278
Fortaleza (CE),3º trimestre 2018,Força de trabalho - desocupada,143
Fortaleza (CE),3º trimestre 2018,Fora da força de trabalho,755
Fortaleza (CE),4º trimestre 2018,Força de trabalho,1400
Fortaleza (CE),4º trimestre 2018,Força de trabalho - ocupada,1260
Fortaleza (CE),4º trimestre 2018,Força de trabalho - desocupada,140
Fortaleza (CE),4º trimestre 2018,Fora da força de trabalho,799
Fortaleza (CE),1º trimestre 2019,Força de trabalho,1420
Fortaleza (CE),1º trimestre 2019,Força de trabalho - ocupada,1263
Fortaleza (CE),1º trimestre 2019,Força de trabalho - desocupada,157
Fortaleza (CE),1º trimestre 2019,Fora da força de trabalho,762
Fortaleza (CE),2º trimestre 2019,Força de trabalho,1440
Fortaleza (CE),2º trimestre 2019,Força de trabalho - ocupada,1288
Fortaleza (CE),2º trimestre 2019,Força de trabalho - desocupada,152
Fortaleza (CE),2º trimestre 2019,Fora da força de trabalho,721
Fortaleza (CE),3º trimestre 2019,Força de trabalho,1445
Fortaleza (CE),3º trimestre 2019,Força de trabalho - ocupada,1276
Fortaleza (CE),3º trimestre 2019,Força de trabalho - desocupada,169
Fortaleza (CE),3º trimestre 2019,Fora da força de trabalho,723
Fortaleza (CE),4º trimestre 2019,Força de trabalho,1462
Fortaleza (CE),4º trimestre 2019,Força de trabalho - ocupada,1310
Fortaleza (CE),4º trimestre 2019,Força de trabalho - desocupada,152
Fortaleza (CE),4º trimestre 2019,Fora da força de trabalho,726
Fortaleza (CE),1º trimestre 2020,Força de trabalho,1447
Fortaleza (CE),1º trimestre 2020,Força de trabalho - ocupada,1272
Fortaleza (CE),1º trimestre 2020,Força de trabalho - desocupada,175
Fortaleza (CE),1º trimestre 2020,Fora da força de trabalho,733
Fortaleza (CE),2º trimestre 2020,Força de trabalho,0
Fortaleza (CE),2º trimestre 2020,Força de trabalho - ocupada,0
Fortaleza (CE),2º trimestre 2020,Força de trabalho - desocupada,0
Fortaleza (CE),2º trimestre 2020,Fora da força de trabalho,0
Fortaleza (CE),3º trimestre 2020,Força de trabalho,0
Fortaleza (CE),3º trimestre 2020,Força de trabalho - ocupada,0
Fortaleza (CE),3º trimestre 2020,Força de trabalho - desocupada,0
Fortaleza (CE),3º trimestre 2020,Fora da força de trabalho,0
Fortaleza (CE),4º trimestre 2020,Força de trabalho,0
Fortaleza (CE),4º trimestre 2020,Força de trabalho - ocupada,0
Fortaleza (CE),4º trimestre 2020,Força de trabalho - desocupada,0
Fortaleza (CE),4º trimestre 2020,Fora da força de trabalho,0
Fortaleza (CE),1º trimestre 2021,Força de trabalho,0
Fortaleza (CE),1º trimestre 2021,Força de trabalho - ocupada,0
Fortaleza (CE),1º trimestre 2021,Força de trabalho - desocupada,0
Fortaleza (CE),1º trimestre 2021,Fora da força de trabalho,0
Fortaleza (CE),2º trimestre 2021,Força de trabalho,0
Fortaleza (CE),2º trimestre 2021,Força de trabalho - ocupada,0
Fortaleza (CE),2º trimestre 2021,Força de trabalho - desocupada,0
Fortaleza (CE),2º trimestre 2021,Fora da força de trabalho,0
Fortaleza (CE),3º trimestre 2021,Força de trabalho,0
Fortaleza (CE),3º trimestre 2021,Força de trabalho - ocupada,0
Fortaleza (CE),3º trimestre 2021,Força de trabalho - desocupada,0
Fortaleza (CE),3º trimestre 2021,Fora da força de trabalho,0
Fortaleza (CE),4º trimestre 2021,Força de trabalho,0
Fortaleza (CE),4º trimestre 2021,Força de trabalho - ocupada,0
Fortaleza (CE),4º trimestre 2021,Força de trabalho - desocupada,0
Fortaleza (CE),4º trimestre 2021,Fora da força de trabalho,0
Fortaleza (CE),1º trimestre 2022,Força de trabalho,0
Fortaleza (CE),1º trimestre 2022,Força de trabalho - ocupada,0
Fortaleza (CE),1º trimestre 2022,Força de trabalho - desocupada,0
Fortaleza (CE),1º trimestre 2022,Fora da força de trabalho,0
Fortaleza (CE),2º trimestre 2022,Força de trabalho,1415
Fortaleza (CE),2º trimestre 2022,Força de trabalho - ocupada,1272
Fortaleza (CE),2º trimestre 2022,Força de trabalho - desocupada,143
Fortaleza (CE),2º trimestre 2022,Fora da força de trabalho,832
Fortaleza (CE),3º trimestre 2022,Força de trabalho,1392
Fortaleza (CE),3º trimestre 2022,Força de trabalho - ocupada,1280
Fortaleza (CE),3º trimestre 2022,Força de trabalho - desocupada,112
Fortaleza (CE),3º trimestre 2022,Fora da força de trabalho,856
Fortaleza (CE),4º trimestre 2022,Força de trabalho,1399
Fortaleza (CE),4º trimestre 2022,Força de trabalho - ocupada,1294
Fortaleza (CE),4º trimestre 2022,Força de trabalho - desocupada,106
Fortaleza (CE),4º trimestre 2022,Fora da força de trabalho,856
Fortaleza (CE),1º trimestre 2023,Força de trabalho,1365
Fortaleza (CE),1º trimestre 2023,Força de trabalho - ocupada,1250
Fortaleza (CE),1º trimestre 2023,Força de trabalho - desocupada,115
Fortaleza (CE),1º trimestre 2023,Fora da força de trabalho,903
Fortaleza (CE),2º trimestre 2023,Força de trabalho,1358
Fortaleza (CE),2º trimestre 2023,Força de trabalho - ocupada,1250
Fortaleza (CE),2º trimestre 2023,Força de trabalho - desocupada,109
Fortaleza (CE),2º trimestre 2023,Fora da força de trabalho,906
Fortaleza (CE),3º trimestre 2023,Força de trabalho,1378
Fortaleza (CE),3º trimestre 2023,Força de trabalho - ocupada,1232
Fortaleza (CE),3º trimestre 2023,Força de trabalho - desocupada,147
Fortaleza (CE),3º trimestre 2023,Fora da força de trabalho,880
Fortaleza (CE),4º trimestre 2023,Força de trabalho,1365
Fortaleza (CE),4º trimestre 2023,Força de trabalho - ocupada,1240
Fortaleza (CE),4º trimestre 2023,Força de trabalho - desocupada,125
Fortaleza (CE),4º trimestre 2023,Fora da força de trabalho,891
Fortaleza (CE),1º trimestre 2024,Força de trabalho,1292
Fortaleza (CE),1º trimestre 2024,Força de trabalho - ocupada,1185
Fortaleza (CE),1º trimestre 2024,Força de trabalho - desocupada,107
Fortaleza (CE),1º trimestre 2024,Fora da força de trabalho,983
Fortaleza (CE),2º trimestre 2024,Força de trabalho,1305
Fortaleza (CE),2º trimestre 2024,Força de trabalho - ocupada,1195
Fortaleza (CE),2º trimestre 2024,Força de trabalho - desocupada,110
Fortaleza (CE),2º trimestre 2024,Fora da força de trabalho,969
Fortaleza (CE),3º trimestre 2024,Força de trabalho,1298
Fortaleza (CE),3º trimestre 2024,Força de trabalho - ocupada,1196
Fortaleza (CE),3º trimestre 2024,Força de trabalho - desocupada,102
Fortaleza (CE),3º trimestre 2024,Fora da força de trabalho,978
Fortaleza (CE),4º trimestre 2024,Força de trabalho,1321
Fortaleza (CE),4º trimestre 2024,Força de trabalho - ocupada,1226
Fortaleza (CE),4º trimestre 2024,Força de trabalho - desocupada,94
Fortaleza (CE),4º trimestre 2024,Fora da força de trabalho,975
Natal (RN),1º trimestre 2012,Força de trabalho,396
Natal (RN),1º trimestre 2012,Força de trabalho - ocupada,352
Natal (RN),1º trimestre 2012,Força de trabalho - desocupada,43
Natal (RN),1º trimestre 2012,Fora da força de trabalho,258
Natal (RN),2º trimestre 2012,Força de trabalho,398
Natal (RN),2º trimestre 2012,Força de trabalho - ocupada,354
Natal (RN),2º trimestre 2012,Força de trabalho - desocupada,44
Natal (RN),2º trimestre 2012,Fora da força de trabalho,261
Natal (RN),3º trimestre 2012,Força de trabalho,405
Natal (RN),3º trimestre 2012,Força de trabalho - ocupada,360
Natal (RN),3º trimestre 2012,Força de trabalho - desocupada,45
Natal (RN),3º trimestre 2012,Fora da força de trabalho,257
Natal (RN),4º trimestre 2012,Força de trabalho,431
Natal (RN),4º trimestre 2012,Força de trabalho - ocupada,380
Natal (RN),4º trimestre 2012,Força de trabalho - desocupada,50
Natal (RN),4º trimestre 2012,Fora da força de trabalho,234
Natal (RN),1º trimestre 2013,Força de trabalho,427
Natal (RN),1º trimestre 2013,Força de trabalho - ocupada,383
Natal (RN),1º trimestre 2013,Força de trabalho - desocupada,44
Natal (RN),1º trimestre 2013,Fora da força de trabalho,239
Natal (RN),2º trimestre 2013,Força de trabalho,419
Natal (RN),2º trimestre 2013,Força de trabalho - ocupada,375
Natal (RN),2º trimestre 2013,Força de trabalho - desocupada,44
Natal (RN),2º trimestre 2013,Fora da força de trabalho,251
Natal (RN),3º trimestre 2013,Força de trabalho,432
Natal (RN),3º trimestre 2013,Força de trabalho - ocupada,393
Natal (RN),3º trimestre 2013,Força de trabalho - desocupada,39
Natal (RN),3º trimestre 2013,Fora da força de trabalho,242
Natal (RN),4º trimestre 2013,Força de trabalho,440
Natal (RN),4º trimestre 2013,Força de trabalho - ocupada,401
Natal (RN),4º trimestre 2013,Força de trabalho - desocupada,39
Natal (RN),4º trimestre 2013,Fora da força de trabalho,241
Natal (RN),1º trimestre 2014,Força de trabalho,450
Natal (RN),1º trimestre 2014,Força de trabalho - ocupada,398
Natal (RN),1º trimestre 2014,Força de trabalho - desocupada,52
Natal (RN),1º trimestre 2014,Fora da força de trabalho,244
Natal (RN),2º trimestre 2014,Força de trabalho,439
Natal (RN),2º trimestre 2014,Força de trabalho - ocupada,391
Natal (RN),2º trimestre 2014,Força de trabalho - desocupada,48
Natal (RN),2º trimestre 2014,Fora da força de trabalho,259
Natal (RN),3º trimestre 2014,Força de trabalho,442
Natal (RN),3º trimestre 2014,Força de trabalho - ocupada,397
Natal (RN),3º trimestre 2014,Força de trabalho - desocupada,45
Natal (RN),3º trimestre 2014,Fora da força de trabalho,256
Natal (RN),4º trimestre 2014,Força de trabalho,441
Natal (RN),4º trimestre 2014,Força de trabalho - ocupada,392
Natal (RN),4º trimestre 2014,Força de trabalho - desocupada,48
Natal (RN),4º trimestre 2014,Fora da força de trabalho,255
Natal (RN),1º trimestre 2015,Força de trabalho,434
Natal (RN),1º trimestre 2015,Força de trabalho - ocupada,389
Natal (RN),1º trimestre 2015,Força de trabalho - desocupada,45
Natal (RN),1º trimestre 2015,Fora da força de trabalho,257
Natal (RN),2º trimestre 2015,Força de trabalho,457
Natal (RN),2º trimestre 2015,Força de trabalho - ocupada,403
Natal (RN),2º trimestre 2015,Força de trabalho - desocupada,54
Natal (RN),2º trimestre 2015,Fora da força de trabalho,244
Natal (RN),3º trimestre 2015,Força de trabalho,463
Natal (RN),3º trimestre 2015,Força de trabalho - ocupada,398
Natal (RN),3º trimestre 2015,Força de trabalho - desocupada,64
Natal (RN),3º trimestre 2015,Fora da força de trabalho,243
Natal (RN),4º trimestre 2015,Força de trabalho,452
Natal (RN),4º trimestre 2015,Força de trabalho - ocupada,399
Natal (RN),4º trimestre 2015,Força de trabalho - desocupada,53
Natal (RN),4º trimestre 2015,Fora da força de trabalho,254
Natal (RN),1º trimestre 2016,Força de trabalho,430
Natal (RN),1º trimestre 2016,Força de trabalho - ocupada,372
Natal (RN),1º trimestre 2016,Força de trabalho - desocupada,58
Natal (RN),1º trimestre 2016,Fora da força de trabalho,279
Natal (RN),2º trimestre 2016,Força de trabalho,434
Natal (RN),2º trimestre 2016,Força de trabalho - ocupada,374
Natal (RN),2º trimestre 2016,Força de trabalho - desocupada,61
Natal (RN),2º trimestre 2016,Fora da força de trabalho,279
Natal (RN),3º trimestre 2016,Força de trabalho,445
Natal (RN),3º trimestre 2016,Força de trabalho - ocupada,375
Natal (RN),3º trimestre 2016,Força de trabalho - desocupada,70
Natal (RN),3º trimestre 2016,Fora da força de trabalho,259
Natal (RN),4º trimestre 2016,Força de trabalho,451
Natal (RN),4º trimestre 2016,Força de trabalho - ocupada,382
Natal (RN),4º trimestre 2016,Força de trabalho - desocupada,69
Natal (RN),4º trimestre 2016,Fora da força de trabalho,268
Natal (RN),1º trimestre 2017,Força de trabalho,437
Natal (RN),1º trimestre 2017,Força de trabalho - ocupada,368
Natal (RN),1º trimestre 2017,Força de trabalho - desocupada,69
Natal (RN),1º trimestre 2017,Fora da força de trabalho,284
Natal (RN),2º trimestre 2017,Força de trabalho,444
Natal (RN),2º trimestre 2017,Força de trabalho - ocupada,365
Natal (RN),2º trimestre 2017,Força de trabalho - desocupada,79
Natal (RN),2º trimestre 2017,Fora da força de trabalho,274
Natal (RN),3º trimestre 2017,Força de trabalho,433
Natal (RN),3º trimestre 2017,Força de trabalho - ocupada,370
Natal (RN),3º trimestre 2017,Força de trabalho - desocupada,63
Natal (RN),3º trimestre 2017,Fora da força de trabalho,281
